# Time (month),FSNS (W/m2),FSDSC (W/m2),FLDS (W/m2),FLNTC (W/m2),FLNT (W/m2),FLUT (W/m2),FSNTOA (W/m2),FSNT (W/m2),TS (K),SOLIN (W/m2),FLNS (W/m2),FSNTC (W/m2),FSDS (W/m2),FSNSC (W/m2),FLUTC (W/m2)
2.215000000000000000e+03,1.560989079004260134e+02,2.383969940232450710e+02,3.485343550022254249e+02,2.637537827587174206e+02,2.395106128365997904e+02,2.408155236057050388e+02,2.354163879910279036e+02,2.320097166995704470e+02,2.891091832265460653e+02,3.345752306768507651e+02,5.476670169165295476e+01,2.847029360686806854e+02,1.754149638123171542e+02,2.134064119638665886e+02,2.650586936625823569e+02
2.216000000000000000e+03,1.629058869604159554e+02,2.451302319150948108e+02,3.448731080578341448e+02,2.622818405285027552e+02,2.384112157498914826e+02,2.397277160885020919e+02,2.416349157961757328e+02,2.381626041754747689e+02,2.886460277751171475e+02,3.402668183692346702e+02,5.558246335918157399e+01,2.897292088574542390e+02,1.832681934091980622e+02,2.193388214168662103e+02,2.635983408415140161e+02
2.217000000000000000e+03,1.667047601555730125e+02,2.526490707457429039e+02,3.395007327259549470e+02,2.599739072669024722e+02,2.360711875322251956e+02,2.373997829051904773e+02,2.444649568527935628e+02,2.409551950883295888e+02,2.875816309748612412e+02,3.461481609428505521e+02,5.565467565422266460e+01,2.918234252532184314e+02,1.912319123215720822e+02,2.226745372548500370e+02,2.613025026314394381e+02
2.218000000000000000e+03,1.655556813363259607e+02,2.575505343132981579e+02,3.363995292963512043e+02,2.578767842428542281e+02,2.340756036863372458e+02,2.354267620104310481e+02,2.435877650266143064e+02,2.400667238088191198e+02,2.864365270307319520e+02,3.505524512444648622e+02,5.334896824272269811e+01,2.923102361815610379e+02,1.941494260345358782e+02,2.233132624055539850e+02,2.592279426839070311e+02
2.219000000000000000e+03,1.656253712085123766e+02,2.589145017409254592e+02,3.324272438319778189e+02,2.567934264411297249e+02,2.329242573265905776e+02,2.342923939301760754e+02,2.437544363498593327e+02,2.402348054340945680e+02,2.856294026118001739e+02,3.521020633773682107e+02,5.378530142743197473e+01,2.930097228111575305e+02,1.950688536726530060e+02,2.239127232179947384e+02,2.581615630152233507e+02
2.220000000000000000e+03,1.661076807140156291e+02,2.566115019515531799e+02,3.314786343447293575e+02,2.571037711929049578e+02,2.342265858131983691e+02,2.355950476814086585e+02,2.443354231529572473e+02,2.408128142510104794e+02,2.853168836107353741e+02,3.502502630993002981e+02,5.388102541496664344e+01,2.941803032028100802e+02,1.924233923627575393e+02,2.249592350290178615e+02,2.584722331190016007e+02
2.221000000000000000e+03,1.656281498437288064e+02,2.525361968681635005e+02,3.338424557762856466e+02,2.579543115813634131e+02,2.344279683398784471e+02,2.357772926981854482e+02,2.432987659165068521e+02,2.397947222393913478e+02,2.858538287933784545e+02,3.458487839421814556e+02,5.416916423782966916e+01,2.920240685393719673e+02,1.898526612399647604e+02,2.231580733195625612e+02,2.593036358272890425e+02
2.222000000000000000e+03,1.616345444211647475e+02,2.471531579788537272e+02,3.384154274553432629e+02,2.589224572740728263e+02,2.345935292808098609e+02,2.359168437912054230e+02,2.388101172129891552e+02,2.353574310188416803e+02,2.867556482230874622e+02,3.401270852817171999e+02,5.360113105098609765e+01,2.867333949701348956e+02,1.851267264272913167e+02,2.180945657442759398e+02,2.602457716100120706e+02
2.223000000000000000e+03,1.577309450061849248e+02,2.417524243668876522e+02,3.414989286624323768e+02,2.603579725845877419e+02,2.351975743702959960e+02,2.364977477645934130e+02,2.347190062499820158e+02,2.313417861624496084e+02,2.877353931361978994e+02,3.344575944681887449e+02,5.480206757803787809e+01,2.798608031872460629e+02,1.828555146061268886e+02,2.108694267109370628e+02,2.616581455850245561e+02
2.224000000000000000e+03,1.550732879873419847e+02,2.395068529270109252e+02,3.443545805087014173e+02,2.613833037062314020e+02,2.352400801592918071e+02,2.365289291676506309e+02,2.308997846509617489e+02,2.275965555761034693e+02,2.885637970462682915e+02,3.304511018451315181e+02,5.575198879791918927e+01,2.749765120255342481e+02,1.820873535322694465e+02,2.067821274704320444e+02,2.626721528598653208e+02
2.225000000000000000e+03,1.527621162333469442e+02,2.368755156260145043e+02,3.485561883920990454e+02,2.621409735104140850e+02,2.361378337644881071e+02,2.374210478531518049e+02,2.298571452471023520e+02,2.265789560063715840e+02,2.891806498019250853e+02,3.290112799040467735e+02,5.486432916367609636e+01,2.755006266107967008e+02,1.775268293902067853e+02,2.061858283452663727e+02,2.634241876937583697e+02
2.226000000000000000e+03,1.519752716904293948e+02,2.358445794163947653e+02,3.519843773388403179e+02,2.639760137686462258e+02,2.379370109677712151e+02,2.392273727139533150e+02,2.305837132913957817e+02,2.272577906813483253e+02,2.895666538229575622e+02,3.304680509141599600e+02,5.347108637966596945e+01,2.801402881933931326e+02,1.722027122310651066e+02,2.094807684066504692e+02,2.652663755893705115e+02
2.227000000000000000e+03,1.564244369150142973e+02,2.388230059915608763e+02,3.500914646553840157e+02,2.637913211421997062e+02,2.387821733226094523e+02,2.400846465297460668e+02,2.355013121179384825e+02,2.320951023754393532e+02,2.892357136270244382e+02,3.345752306768507651e+02,5.377240993689700588e+01,2.852382348106285122e+02,1.752959724241040078e+02,2.141200707673203283e+02,2.650937942398340965e+02
2.228000000000000000e+03,1.621027077903868872e+02,2.455140831880628411e+02,3.458620172926034115e+02,2.620607172994421603e+02,2.383009250659604845e+02,2.396145267735469702e+02,2.407048425203849433e+02,2.372317333142029554e+02,2.885622272587295356e+02,3.402668183692346702e+02,5.446368798152769841e+01,2.899258737498576011e+02,1.822265468644885971e+02,2.197582722720811716e+02,2.633743190043404638e+02
2.229000000000000000e+03,1.663959345811001640e+02,2.523795051870371537e+02,3.396906933210878492e+02,2.598647528149133450e+02,2.362977213435359261e+02,2.376276374103051978e+02,2.443865678536908774e+02,2.408765233565709138e+02,2.876149838759278623e+02,3.461481609428505521e+02,5.559132452299050442e+01,2.918008247624860019e+02,1.908716864380878633e+02,2.224657263273753358e+02,2.611946688761358928e+02
2.230000000000000000e+03,1.660093803032383448e+02,2.577648457971886842e+02,3.351252960718824170e+02,2.572139353279809484e+02,2.327871169009785604e+02,2.341365129110940302e+02,2.438240404295651729e+02,2.403032241773134956e+02,2.862601019410001300e+02,3.505524512444648622e+02,5.381455125470933609e+01,2.922689385165227236e+02,1.947635192466041474e+02,2.233975203923820061e+02,2.585633311979660789e+02
2.231000000000000000e+03,1.654274306908364167e+02,2.588662239347706873e+02,3.309322952798164579e+02,2.564957095121553721e+02,2.331769388658052833e+02,2.345435457891180988e+02,2.436577841864029210e+02,2.401381191490102367e+02,2.853531808354547934e+02,3.521020633773682107e+02,5.401446233770400340e+01,2.930141600298974254e+02,1.949536077070143278e+02,2.239108939877923206e+02,2.578623165130927077e+02
2.232000000000000000e+03,1.655123564440039843e+02,2.569605677099855257e+02,3.311139730839128106e+02,2.564998838767349980e+02,2.330874505971150086e+02,2.344561773786984986e+02,2.435929521549085450e+02,2.400692281357090110e+02,2.851435474582447114e+02,3.502502630993002981e+02,5.330503838943397454e+01,2.942529939021601990e+02,1.917961527096379939e+02,2.252942361384318417e+02,2.578686106029941243e+02
2.233000000000000000e+03,1.649950239168294956e+02,2.525290637595015255e+02,3.314613224912352507e+02,2.567076271846249256e+02,2.334105435537556730e+02,2.347635621810666180e+02,2.426348295789891552e+02,2.391296937762092796e+02,2.853747644098573346e+02,3.458487839421814556e+02,5.424344355882653446e+01,2.921067042989761831e+02,1.889585028489176182e+02,2.233617085113364453e+02,2.580606458648587136e+02
2.234000000000000000e+03,1.626895567636360340e+02,2.466653296162207027e+02,3.347513055509863875e+02,2.578132591218619041e+02,2.340914980110403860e+02,2.354141253193243983e+02,2.400810970662779198e+02,2.366296423757553953e+02,2.862712496113148291e+02,3.401270852817171999e+02,5.493918816501956570e+01,2.866371077367632552e+02,1.862346280819780588e+02,2.177434665804762517e+02,2.591358864663527015e+02
2.235000000000000000e+03,1.587589971933425659e+02,2.418444886673808583e+02,3.390016188862224453e+02,2.592158027033049166e+02,2.341378304415826790e+02,2.354369029575981926e+02,2.357255207990085637e+02,2.323490383569302082e+02,2.873815288427107930e+02,3.344575944681887449e+02,5.558199350143328843e+01,2.799583044296879279e+02,1.838821009764290011e+02,2.109665521994600681e+02,2.605148751293347118e+02
2.236000000000000000e+03,1.533868326709383894e+02,2.381569197918600764e+02,3.428035444623864691e+02,2.603499637523396473e+02,2.343978566716933472e+02,2.356846250883467349e+02,2.304549847956719475e+02,2.271508516749920545e+02,2.882089822946762183e+02,3.304511018451315181e+02,5.549685966678368487e+01,2.747454406029185634e+02,1.803790032855789605e+02,2.054900986843863677e+02,2.616367320363933686e+02
2.237000000000000000e+03,1.503142523169714195e+02,2.351377053622494770e+02,3.459263649807451202e+02,2.624153372187574860e+02,2.368024463374194113e+02,2.380878765091326841e+02,2.286989343736224214e+02,2.254198280656924851e+02,2.888172496119699986e+02,3.290112799040467735e+02,5.541411938847958396e+01,2.745430549837853960e+02,1.756159942068532018e+02,2.041070662114893821e+02,2.637007674176265937e+02
2.238000000000000000e+03,1.514254528225298770e+02,2.351109090323332396e+02,3.496221947919047466e+02,2.634791096557340779e+02,2.381199714620437078e+02,2.394101187125011450e+02,2.305512031407907045e+02,2.272257098835920033e+02,2.892758598443298865e+02,3.304680509141599600e+02,5.409190071492396612e+01,2.793503698832628857e+02,1.722484500618632808e+02,2.082233887247937218e+02,2.647692568234045893e+02
2.239000000000000000e+03,1.552334203272415039e+02,2.389308788917399795e+02,3.485304277224607290e+02,2.632883034961636781e+02,2.384352301561841330e+02,2.397340467843586111e+02,2.342837692661228175e+02,2.308766044429430906e+02,2.889217011045739127e+02,3.345752306768507651e+02,5.365354751065277839e+01,2.848514796317222704e+02,1.741379171757300526e+02,2.140311824815947261e+02,2.645871202772008814e+02
2.240000000000000000e+03,1.617121146886132976e+02,2.455874044433708434e+02,3.433232904948690134e+02,2.618838486444386717e+02,2.380916515782294312e+02,2.394085737528577056e+02,2.401872848447744673e+02,2.367131974976778110e+02,2.882426137469423679e+02,3.402668183692346702e+02,5.511272469100400428e+01,2.895272719612343622e+02,1.820538234802300508e+02,2.196531796884197263e+02,2.632007709966022730e+02
2.241000000000000000e+03,1.641339872753760858e+02,2.527882219162051740e+02,3.381928669806901553e+02,2.590411377621392148e+02,2.351225883879540106e+02,2.364560845292915872e+02,2.421019201667160985e+02,2.385893116032301009e+02,2.871425675137411986e+02,3.461481609428505521e+02,5.455376876361351890e+01,2.916213325803292946e+02,1.886090351166346011e+02,2.226343089304005503e+02,2.603746338989441824e+02
2.242000000000000000e+03,1.627187315718138620e+02,2.578233528729448949e+02,3.337652574784863191e+02,2.572362958979740029e+02,2.330664665073666981e+02,2.344243062542445557e+02,2.407977118532450902e+02,2.372728742793770493e+02,2.860446242353041271e+02,3.505524512444648622e+02,5.357796983834068527e+01,2.917899974594117225e+02,1.916088994019132770e+02,2.231075231421348519e+02,2.585941356405396050e+02
2.243000000000000000e+03,1.648371393531587330e+02,2.590963274393260463e+02,3.295447380109573032e+02,2.560652509231774161e+02,2.324417489679200060e+02,2.338155543727422128e+02,2.429815245772981882e+02,2.394607623786764634e+02,2.851711116522188263e+02,3.521020633773682107e+02,5.409023000410903137e+01,2.928480670396819505e+02,1.943342975762558069e+02,2.238957030982826382e+02,2.574390562113163696e+02
2.244000000000000000e+03,1.647641492880526357e+02,2.561837653196776614e+02,3.291767549693506112e+02,2.555708518163646374e+02,2.327777860483888901e+02,2.341472050865438348e+02,2.431705809843481347e+02,2.396464458695338067e+02,2.847920974518928006e+02,3.502502630993002981e+02,5.318378295280358259e+01,2.937158034640241908e+02,1.911145583191880064e+02,2.245382127649484119e+02,2.569402708839040201e+02
2.245000000000000000e+03,1.641926841597597502e+02,2.524127369927950042e+02,3.303505064808331895e+02,2.562929088240132955e+02,2.326655005678948669e+02,2.340173221364724441e+02,2.416680434486053457e+02,2.381623546994029539e+02,2.852131017471275527e+02,3.458487839421814556e+02,5.418325742874836237e+01,2.918303201743858040e+02,1.880206782806843364e+02,2.233356355224030381e+02,2.576447303919874798e+02
2.246000000000000000e+03,1.631910436526549120e+02,2.474546645672066063e+02,3.329563394507287057e+02,2.576613283407243102e+02,2.335414025185216076e+02,2.348619069632936203e+02,2.398580325821411066e+02,2.364061288553659779e+02,2.861857768113592897e+02,3.401270852817171999e+02,5.594860220011298679e+01,2.868353233510109135e+02,1.866506019926243880e+02,2.186369237410952167e+02,2.589818325916193658e+02
2.247000000000000000e+03,1.602515316229708446e+02,2.432509013672593596e+02,3.366377417205517872e+02,2.587841623132580935e+02,2.338477590189778255e+02,2.351494775970379294e+02,2.361200585357778721e+02,2.327434745936940885e+02,2.871782772151691461e+02,3.344575944681887449e+02,5.672974218968519722e+01,2.798936413640423666e+02,1.857655423850909244e+02,2.120020447316829291e+02,2.600858810311081584e+02
2.248000000000000000e+03,1.561528554660053771e+02,2.402966286242129854e+02,3.395501800202293907e+02,2.602483862061981199e+02,2.344686490763715199e+02,2.357567495181772017e+02,2.315461484676559962e+02,2.282425880585559241e+02,2.879702410263670913e+02,3.304511018451315181e+02,5.749430380969008780e+01,2.746543874001200720e+02,1.836912410087597891e+02,2.070133758887164390e+02,2.615364865945801967e+02
2.249000000000000000e+03,1.519470348681255132e+02,2.359186072060615800e+02,3.444741059303789257e+02,2.616291957240665056e+02,2.354811119605469116e+02,2.367653257659189592e+02,2.295986451224787857e+02,2.263201200943000799e+02,2.886370392726423120e+02,3.290112799040467735e+02,5.582350391291072356e+01,2.747528311695275534e+02,1.770912211006307757e+02,2.049054036766482909e+02,2.629134096642773102e+02
2.250000000000000000e+03,1.526466066299519468e+02,2.361510337460483697e+02,3.473519732480369271e+02,2.621428918066531537e+02,2.360261588657442928e+02,2.373149009800541194e+02,2.308215523048651505e+02,2.274958415986681644e+02,2.888332552273028568e+02,3.304680509141599600e+02,5.426122157146227920e+01,2.796184637572860083e+02,1.733409487453128008e+02,2.092638200181545756e+02,2.634316339207326791e+02
2.251000000000000000e+03,1.571898318217039616e+02,2.397008318940797835e+02,3.469929629860966998e+02,2.627125567840666918e+02,2.373758169297854863e+02,2.386775951096600465e+02,2.355700680101455191e+02,2.321631178104988464e+02,2.888260353428900657e+02,3.345752306768507651e+02,5.440238203464316058e+01,2.851112903366102955e+02,1.760703825735360226e+02,2.148107783526770334e+02,2.640143351546942085e+02
2.252000000000000000e+03,1.617341492108384386e+02,2.456967223403393632e+02,3.427638657668624091e+02,2.610861536077491678e+02,2.365779567515103281e+02,2.378869726887852778e+02,2.399645660387253372e+02,2.364907855311359413e+02,2.880636445511863712e+02,3.402668183692346702e+02,5.481804475650215380e+01,2.896029445330007093e+02,1.819334703605862558e+02,2.197883059949955680e+02,2.623951696324396607e+02
2.253000000000000000e+03,1.648850931834604978e+02,2.530202637679568909e+02,3.376452621338272593e+02,2.590906702437262084e+02,2.353507349112356621e+02,2.366728716503228327e+02,2.426021761743353125e+02,2.390905958097638688e+02,2.871577908206321013e+02,3.461481609428505521e+02,5.509687355686642718e+01,2.915114110239935599e+02,1.895413307717290365e+02,2.227145502211970722e+02,2.604128071690792581e+02
2.254000000000000000e+03,1.657024842319444247e+02,2.580985998578132694e+02,3.320223150402599686e+02,2.570836353391740090e+02,2.333998238867002044e+02,2.347514910004144610e+02,2.432832814362378144e+02,2.397608136959625824e+02,2.858491007390491632e+02,3.505524512444648622e+02,5.460559735770449663e+01,2.917827551941898605e+02,1.949498731102368367e+02,2.233129681852365422e+02,2.584353024139131776e+02
2.255000000000000000e+03,1.657694955705815971e+02,2.592381043088686852e+02,3.284753354692764447e+02,2.555918202612889445e+02,2.325887196292712531e+02,2.339639900806976414e+02,2.436414359358557817e+02,2.401204533059616324e+02,2.848559302276664198e+02,3.521020633773682107e+02,5.398197253241249172e+01,2.924446734227434490e+02,1.958254673184237902e+02,2.237004165059212539e+02,2.569670905683791489e+02
2.256000000000000000e+03,1.672021495377781264e+02,2.572097917332536099e+02,3.271429311823587227e+02,2.551045427720785881e+02,2.318420432068201933e+02,2.332091926236685708e+02,2.447805368556461758e+02,2.412579108983251786e+02,2.846445760079540719e+02,3.502502630993002981e+02,5.469870710860746499e+01,2.933508749827957445e+02,1.944451395847553670e+02,2.246887930718119435e+02,2.564716921935524283e+02
2.257000000000000000e+03,1.654534280064148106e+02,2.532997220197090655e+02,3.283511173052341405e+02,2.562251510167933475e+02,2.327353394821824963e+02,2.340838299401274298e+02,2.423489768037986778e+02,2.388435408858355515e+02,2.849473816356978091e+02,3.458487839421814556e+02,5.518579943623599604e+01,2.913968707311485105e+02,1.901217209795820224e+02,2.233469328253839308e+02,2.575736416215943336e+02
2.258000000000000000e+03,1.646489801000711282e+02,2.478153678162211691e+02,3.322708339570109501e+02,2.574365747932452564e+02,2.341511648834394066e+02,2.354772290804032480e+02,2.412131961316921149e+02,2.377616812441489174e+02,2.860127208233259353e+02,3.401270852817171999e+02,5.595350135056727936e+01,2.866831465131778600e+02,1.885382851832023334e+02,2.185160148942543401e+02,2.587626389828495803e+02
2.259000000000000000e+03,1.603230090830527388e+02,2.432372871877618650e+02,3.356736573911599066e+02,2.580092501952548787e+02,2.327678038542354102e+02,2.340686295026259245e+02,2.361743771576007305e+02,2.327977380284010565e+02,2.869117763410989141e+02,3.344575944681887449e+02,5.668729311586242403e+01,2.796790580014198326e+02,1.860601064002659939e+02,2.117446117110969794e+02,2.593100759902503682e+02
2.260000000000000000e+03,1.552232289868718738e+02,2.386124762558563077e+02,3.405030056521511028e+02,2.599478958167460974e+02,2.339605300818324167e+02,2.352467050586095354e+02,2.317383647317501811e+02,2.284348743595472513e+02,2.879933152045960583e+02,3.304511018451315181e+02,5.660676859271068651e+01,2.745534460249510857e+02,1.821804071033044750e+02,2.057100924993010551e+02,2.612340707938964783e+02
2.261000000000000000e+03,1.529324382088252889e+02,2.359111760045392430e+02,3.452535382783643172e+02,2.619303586455495747e+02,2.359063763144820314e+02,2.371892607439477274e+02,2.306278042744125685e+02,2.273496036980416761e+02,2.888432661851914531e+02,3.290112799040467735e+02,5.596480167567762720e+01,2.750622794500658301e+02,1.778701049055062242e+02,2.051126137845998585e+02,2.632132430845831550e+02
2.262000000000000000e+03,1.533298631542400301e+02,2.352995407596944517e+02,3.481663799791480756e+02,2.629298634058847028e+02,2.375074135165201028e+02,2.387973532497780411e+02,2.320913571663654409e+02,2.287667508822179343e+02,2.890727656076558105e+02,3.304680509141599600e+02,5.483874699283001064e+01,2.798076094757685155e+02,1.738051216395750203e+02,2.089213518591420211e+02,2.642198029723308537e+02
2.263000000000000000e+03,1.564073141494306185e+02,2.393867716149637488e+02,3.481334331136101810e+02,2.628019710114550094e+02,2.381345219879212607e+02,2.394372032931991043e+02,2.351822448465628099e+02,2.317749721291647518e+02,2.889300494455061425e+02,3.345752306768507651e+02,5.409802568708177972e+01,2.852467969775105416e+02,1.751065364067932251e+02,2.146685809542595393e+02,2.641046524924387882e+02
2.264000000000000000e+03,1.621355545143898951e+02,2.459388321789111558e+02,3.434554950691754698e+02,2.615324016830244318e+02,2.369712613755910127e+02,2.382825451136095012e+02,2.403006733136780042e+02,2.368270196711290509e+02,2.882405084458316651e+02,3.402668183692346702e+02,5.511727951806931713e+01,2.896319126892370832e+02,1.824637067580231928e+02,2.199011932554644773e+02,2.628436853580216734e+02
2.265000000000000000e+03,1.649085466145984356e+02,2.527582787184872188e+02,3.379383119369697397e+02,2.594669823445689190e+02,2.357234473177206837e+02,2.370488378329240504e+02,2.428328324600202563e+02,2.393212854878129292e+02,2.872161203993195500e+02,3.461481609428505521e+02,5.524791941482590829e+01,2.915532437804303072e+02,1.896209767156905173e+02,2.224980855195209699e+02,2.607923732839770992e+02
2.266000000000000000e+03,1.673538502190303916e+02,2.585109061367135723e+02,3.322903428782202013e+02,2.574451519426778532e+02,2.336154897140097830e+02,2.349678133374112292e+02,2.445684111855373146e+02,2.410474146390211558e+02,2.860935914312979662e+02,3.505524512444648622e+02,5.554313247800634201e+01,2.919242548643493365e+02,1.969269625662175258e+02,2.235701426153576108e+02,2.587974754677113651e+02
2.267000000000000000e+03,1.656609835971412110e+02,2.594666680018722786e+02,3.297341347416705730e+02,2.563680458908906985e+02,2.332050529547277620e+02,2.345750785144514623e+02,2.434485538157563269e+02,2.399274515364271281e+02,2.852812148540870680e+02,3.521020633773682107e+02,5.440567272930276488e+01,2.923110155752528954e+02,1.959425866414296138e+02,2.236369998636903063e+02,2.577380714042188856e+02
2.268000000000000000e+03,1.650122404803782672e+02,2.568106058369242533e+02,3.287416902089990458e+02,2.554519978298120577e+02,2.325532120508505614e+02,2.339257846729102255e+02,2.431168940494390540e+02,2.395923547627934056e+02,2.847416491052194374e+02,3.502502630993002981e+02,5.363215462375874409e+01,2.931851529504721157e+02,1.921248802030969784e+02,2.242407046082205682e+02,2.568245703796387147e+02
2.269000000000000000e+03,1.652965743752150445e+02,2.527675893567847538e+02,3.305987865942328767e+02,2.566979928506751776e+02,2.335449147535598513e+02,2.349001419380911386e+02,2.427067756954149047e+02,2.392012017305802374e+02,2.853597084500098049e+02,3.458487839421814556e+02,5.459850214173076210e+01,2.916968972341758786e+02,1.896180477080028197e+02,2.231865580264203004e+02,2.580532199518785887e+02
2.270000000000000000e+03,1.632884109688368994e+02,2.479436363620867780e+02,3.341274154042344549e+02,2.575252436053687575e+02,2.331172756573914739e+02,2.344441831736138226e+02,2.399187441762904882e+02,2.364662702156287253e+02,2.862755226394282317e+02,3.401270852817171999e+02,5.519180450256529724e+01,2.869133678689299813e+02,1.870662264974216100e+02,2.187547973614177010e+02,2.588521511908101047e+02
2.271000000000000000e+03,1.596207473377363044e+02,2.424966633820173456e+02,3.370302944087049468e+02,2.586768703117919586e+02,2.332987960564749983e+02,2.345990368327804276e+02,2.358840090183004747e+02,2.325072536308006477e+02,2.871153297864016167e+02,3.344575944681887449e+02,5.630736593774605581e+01,2.796691867541576926e+02,1.852650065579519207e+02,2.112434132100392787e+02,2.599771108927744763e+02
2.272000000000000000e+03,1.554951468083171449e+02,2.400147960101022306e+02,3.412001122435569300e+02,2.600971901321921678e+02,2.340205466738193820e+02,2.353101113130380782e+02,2.311701206164147493e+02,2.278664060466143724e+02,2.880531893777671826e+02,3.304511018451315181e+02,5.627887794252794862e+01,2.750159794080515212e+02,1.824170374587630761e+02,2.071043643096955407e+02,2.613867547315208526e+02
2.273000000000000000e+03,1.529476652131520780e+02,2.363846115321017010e+02,3.453182645518893992e+02,2.620243207767322815e+02,2.359225305808021744e+02,2.372059781141138615e+02,2.302333410307220447e+02,2.269551217440784114e+02,2.888363782764774896e+02,3.290112799040467735e+02,5.625712583834390301e+01,2.753079712985008314e+02,1.777193924408584564e+02,2.057453373324976269e+02,2.633077681530929794e+02
2.274000000000000000e+03,1.537688953609496139e+02,2.353816766714787718e+02,3.493155289717245182e+02,2.635985150028312205e+02,2.381542575474054502e+02,2.394446742427245454e+02,2.325246439690357079e+02,2.292003587952882810e+02,2.893715288559042165e+02,3.304680509141599600e+02,5.490559223389346499e+01,2.795906408686373652e+02,1.746386657121040571e+02,2.086537062004976519e+02,2.648889316883031029e+02
2.275000000000000000e+03,1.576783196056466352e+02,2.394174482160645425e+02,3.486264108015458874e+02,2.633636165037432306e+02,2.385532477618998826e+02,2.398531079206465506e+02,2.362997004961234211e+02,2.328939239879113927e+02,2.891063093153643422e+02,3.345752306768507651e+02,5.439316420259855533e+01,2.852096746965537477e+02,1.767043079565471260e+02,2.145453938557603806e+02,2.646634766325563533e+02
2.276000000000000000e+03,1.632455531174704220e+02,2.455550090831991952e+02,3.437207849115721388e+02,2.621254162762977558e+02,2.385542642140292457e+02,2.398696125473007328e+02,2.416774961645758992e+02,2.382048249332814578e+02,2.884040482903935185e+02,3.402668183692346702e+02,5.578735724008620878e+01,2.896621272239847826e+02,1.837146270663514827e+02,2.196330053056685188e+02,2.634407646735244271e+02
2.277000000000000000e+03,1.659964697210137672e+02,2.527253595739879586e+02,3.380594519407622442e+02,2.595339271146115721e+02,2.359490356008835761e+02,2.372802767373858330e+02,2.438209763716045586e+02,2.403098712193863946e+02,2.873356994151963022e+02,3.461481609428505521e+02,5.593153544962203938e+01,2.914178839307251678e+02,1.908896449721059412e+02,2.223239817578327404e+02,2.608651680251136895e+02
2.278000000000000000e+03,1.661548865487728222e+02,2.578008940193345779e+02,3.334932268280194307e+02,2.573524923508568349e+02,2.333689043046780967e+02,2.347216792140550012e+02,2.439282441643063351e+02,2.404068241853693451e+02,2.861839766673731447e+02,3.505524512444648622e+02,5.492363820886926362e+01,2.919480772404406252e+02,1.952363540526264671e+02,2.231128128014820220e+02,2.587052672617992926e+02
2.279000000000000000e+03,1.663964731237219041e+02,2.591392555260180188e+02,3.308874071924094551e+02,2.564376765437841641e+02,2.329906160147943410e+02,2.343604169607038159e+02,2.442653658822455043e+02,2.407451591419455212e+02,2.854270183126301959e+02,3.521020633773682107e+02,5.412857043314124894e+01,2.925730129968597453e+02,1.963661961982436708e+02,2.236168948610997234e+02,2.578074775829996383e+02
2.280000000000000000e+03,1.661095932379378439e+02,2.563654914758337213e+02,3.305973600836301216e+02,2.568052072650148148e+02,2.335608443164821892e+02,2.349277975762354629e+02,2.443939445178854442e+02,2.408710899803426742e+02,2.853643392979795976e+02,3.502502630993002981e+02,5.421674419074030737e+01,2.936266315082440315e+02,1.928550128479544696e+02,2.242719205560036357e+02,2.581721605270215036e+02
2.281000000000000000e+03,1.656946197090868225e+02,2.521628160805501011e+02,3.320669257639731882e+02,2.569655531225975551e+02,2.338871762634235267e+02,2.352370399470016764e+02,2.435512948423440207e+02,2.400472555662396985e+02,2.856069934911300834e+02,3.458487839421814556e+02,5.447425694963249043e+01,2.918232038031450770e+02,1.897430489501944351e+02,2.227594053007114212e+02,2.583154166078355729e+02
2.282000000000000000e+03,1.642146300605433851e+02,2.477597403544044994e+02,3.353018923572805079e+02,2.579824873978622009e+02,2.339551085162501636e+02,2.352790100771948403e+02,2.408634007138396100e+02,2.374118627172924221e+02,2.864986007771535697e+02,3.401270852817171999e+02,5.527787517405295148e+01,2.865922649379071458e+02,1.883240533924488318e+02,2.182897720568221587e+02,2.593063891187019863e+02
2.283000000000000000e+03,1.600588898671568643e+02,2.425952097372814649e+02,3.386349177705438933e+02,2.592646431947924270e+02,2.342506989316547958e+02,2.355511456643970121e+02,2.362610276301253691e+02,2.328848228244526695e+02,2.873935510758666396e+02,3.344575944681887449e+02,5.617863431625615789e+01,2.796673191251087474e+02,1.857389685762086913e+02,2.112664120833061645e+02,2.605650900727628141e+02
2.284000000000000000e+03,1.553034074896239645e+02,2.389149444466860075e+02,3.421675124987887671e+02,2.605951120799524574e+02,2.347754052121732968e+02,2.360625637349575641e+02,2.316289305149566360e+02,2.283255075396967300e+02,2.882423303318313401e+02,3.304511018451315181e+02,5.656816075752858097e+01,2.746707403211302676e+02,1.826252915607204557e+02,2.059942557558089504e+02,2.618822705379025706e+02
2.285000000000000000e+03,1.521794811630589379e+02,2.356977534758396757e+02,3.471200670972042417e+02,2.621744379034803387e+02,2.367355778655551148e+02,2.380202052809090105e+02,2.301080417428793226e+02,2.268294905125052594e+02,2.889879445216511158e+02,3.290112799040467735e+02,5.528898456554807694e+01,2.750021526893605142e+02,1.771392710446310161e+02,2.048925848056580605e+02,2.634590654871846027e+02
2.286000000000000000e+03,1.526800248046026240e+02,2.352390909607605636e+02,3.496111211078621750e+02,2.637333205341326448e+02,2.385654756857156826e+02,2.398578693885741586e+02,2.316602250295270551e+02,2.283351195637087869e+02,2.893231795074233901e+02,3.304680509141599600e+02,5.460185380520982079e+01,2.797251746840879605e+02,1.733096533539680877e+02,2.086555559406647262e+02,2.650257142862282080e+02
