# Time (month),FSNT (W/m2),FLNS (W/m2),FSDSC (W/m2),FSNTC (W/m2),FSNS (W/m2),FLUTC (W/m2),FSDS (W/m2),FLNT (W/m2),FLUT (W/m2),FSNSC (W/m2),TS (K),SOLIN (W/m2),FLNTC (W/m2)
2.350000000000000000e+02,2.414177435580698159e+02,4.671604830564602651e+01,2.297089110421807447e+02,2.857678300291129858e+02,1.611090402702402287e+02,2.708489612086013381e+02,1.779745315135594979e+02,2.495914944530650246e+02,2.510181795082572478e+02,2.084837996653309915e+02,2.968315817862928157e+02,3.319162397577518959e+02,2.694222761727115767e+02
2.360000000000000000e+02,2.453840652933976969e+02,4.671645886598237496e+01,2.349132862742823136e+02,2.897419944810745278e+02,1.656214222526508593e+02,2.690290306817711325e+02,1.829545100777962432e+02,2.481288155780204931e+02,2.495639673841574506e+02,2.132268066973486498e+02,2.960614261528778570e+02,3.365665217557847768e+02,2.675938788138205950e+02
2.370000000000000000e+02,2.474777910424828349e+02,4.748904292898841106e+01,2.415150900512161058e+02,2.929143975142191039e+02,1.681850141747552243e+02,2.672286017633322786e+02,1.882168044293997013e+02,2.459959597768218487e+02,2.474474782431568656e+02,2.172627824486836232e+02,2.952058777107083074e+02,3.423565764034953531e+02,2.657770832131055272e+02
2.380000000000000000e+02,2.499409060953445305e+02,4.758735076020794708e+01,2.477222654710769234e+02,2.957939242440563135e+02,1.707453333477416209e+02,2.655868891828685605e+02,1.937796363688132431e+02,2.438297718681714628e+02,2.452996017976102223e+02,2.205359075390894645e+02,2.944221958702545976e+02,3.477552318303930861e+02,2.641170592223837730e+02
2.390000000000000000e+02,2.501966843004806833e+02,4.696145429055107456e+01,2.504186343891169315e+02,2.986723924143742011e+02,1.701252061692518964e+02,2.652257022735117289e+02,1.935147641394874540e+02,2.432584566623639262e+02,2.447504016044630077e+02,2.228303910277787168e+02,2.937369648276230123e+02,3.511677614972420542e+02,2.637337574438378738e+02
2.400000000000000000e+02,2.510108600916094019e+02,4.586666672484075491e+01,2.501370124840667870e+02,2.997039196813092303e+02,1.704585285783143718e+02,2.649690121823534241e+02,1.929608251503798897e+02,2.436254891160641023e+02,2.451304035445958789e+02,2.232959131591686344e+02,2.934742697732731926e+02,3.515032055601481034e+02,2.634640977725870812e+02
2.410000000000000000e+02,2.507377133744521416e+02,4.676983942151944262e+01,2.473992489830859540e+02,2.982693125968672803e+02,1.706351040796060374e+02,2.655951204648545172e+02,1.916212775916621069e+02,2.441713368428445108e+02,2.456618358810594032e+02,2.219964384753313027e+02,2.937839753933005795e+02,3.487915157855871371e+02,2.641046214351115395e+02
2.420000000000000000e+02,2.496615206604555226e+02,4.796156070660156701e+01,2.430600547074829194e+02,2.943598656737063948e+02,1.702648295419669751e+02,2.669936645120273511e+02,1.904873765515729644e+02,2.455835234029677849e+02,2.470442443333101323e+02,2.184201954229332046e+02,2.945567254586427453e+02,3.438926921644825256e+02,2.655329436719786713e+02
2.430000000000000000e+02,2.466802932175611147e+02,4.840963523431777560e+01,2.383245226335841949e+02,2.892445826677358696e+02,1.680089124494532768e+02,2.675692941280256036e+02,1.880329746989274042e+02,2.452556679355760707e+02,2.466876320464141088e+02,2.136952215054413955e+02,2.954851324981102039e+02,3.380461108871218130e+02,2.661373300363881071e+02
2.440000000000000000e+02,2.432953454812371206e+02,4.846572508335011520e+01,2.330769148542032667e+02,2.855017407158660490e+02,1.644752051542600952e+02,2.686188124825064847e+02,1.835883848183173939e+02,2.458745210741920459e+02,2.472931407197406770e+02,2.096251525660435675e+02,2.962284761476921062e+02,3.329646889944767167e+02,2.672001929754470666e+02
2.450000000000000000e+02,2.406324811990831165e+02,4.768840283911769973e+01,2.286738261960030911e+02,2.833750291109503223e+02,1.607293536695396483e+02,2.699177603110965720e+02,1.787821084042171833e+02,2.476210430240335256e+02,2.490318992139268346e+02,2.064380931880701553e+02,2.968565222227736626e+02,3.298736233107106273e+02,2.685069041869503508e+02
2.460000000000000000e+02,2.405815137237938472e+02,4.727383721179480602e+01,2.268452954785980467e+02,2.831013130233208130e+02,1.596545382852669093e+02,2.716342897048996292e+02,1.771735483433004390e+02,2.506723331033977331e+02,2.520894352366888427e+02,2.051230597422145081e+02,2.971310905309002806e+02,3.294832371646313618e+02,2.702171876293781452e+02
2.470000000000000000e+02,2.419882353608908261e+02,4.641087061543658621e+01,2.296470233361150122e+02,2.858976231952431704e+02,1.617216129863653862e+02,2.701792785330053448e+02,1.784540820216792270e+02,2.483744261957249932e+02,2.498011705722602755e+02,2.084912531425176496e+02,2.968076171144194291e+02,3.319162397577518959e+02,2.687525342890044158e+02
2.480000000000000000e+02,2.452242042629266052e+02,4.682777804607110994e+01,2.344450200105610236e+02,2.895025960120938748e+02,1.653014866311976050e+02,2.694674406129947783e+02,1.826968829848716211e+02,2.486384922218728946e+02,2.500695548828453525e+02,2.127510634262794724e+02,2.962630655081491682e+02,3.365665217557847768e+02,2.680363779576711636e+02
2.490000000000000000e+02,2.474096061178211983e+02,4.699771562271324399e+01,2.413248666765084920e+02,2.930631806570984281e+02,1.678999705176375983e+02,2.675447459226568299e+02,1.877376327043844242e+02,2.461463619984804723e+02,2.475936500567839005e+02,2.171795586420253983e+02,2.954194241127505620e+02,3.423565764034953531e+02,2.660974577823263303e+02
2.500000000000000000e+02,2.494750711532925891e+02,4.729424877914586745e+01,2.474303267471073013e+02,2.960735204603599868e+02,1.700512230483084011e+02,2.661534684867598912e+02,1.927894676371847709e+02,2.440531906905492576e+02,2.455171121200808386e+02,2.205845079872376004e+02,2.946114836338613259e+02,3.477552318303930861e+02,2.646895470369965437e+02
2.510000000000000000e+02,2.505966776700345804e+02,4.668259324289387280e+01,2.504620362590680429e+02,2.988500494693064979e+02,1.706090521456452507e+02,2.648892167991443785e+02,1.938807297816841242e+02,2.430799357276199260e+02,2.445694511339922883e+02,2.230012088307359761e+02,2.937548408191345857e+02,3.511677614972420542e+02,2.633997014282975897e+02
2.520000000000000000e+02,2.513717148064885407e+02,4.615831082337891900e+01,2.502027871828135517e+02,2.996336755866265662e+02,1.707893682647810181e+02,2.649511617616199146e+02,1.935209348159123124e+02,2.434299285807976503e+02,2.449335661195423768e+02,2.231711025124837420e+02,2.934462870032558044e+02,3.515032055601481034e+02,2.634475242448780818e+02
2.530000000000000000e+02,2.504568589735862929e+02,4.657564775937191115e+01,2.469201958756772228e+02,2.979608046303729907e+02,1.700436791838473312e+02,2.660738982866003539e+02,1.912101901136602748e+02,2.448810153574440847e+02,2.463640960789919063e+02,2.214371899378920716e+02,2.937827463079282779e+02,3.487915157855871371e+02,2.645908175553717001e+02
2.540000000000000000e+02,2.494006079817506816e+02,4.684481651630223809e+01,2.424170646700930831e+02,2.942618929448193512e+02,1.693870178776668070e+02,2.662961676925627330e+02,1.895058578509677432e+02,2.445313305327124169e+02,2.459912350128672642e+02,2.177993129586265582e+02,2.944423968239688634e+02,3.438926921644825256e+02,2.648362631362815591e+02
2.550000000000000000e+02,2.472516843914969513e+02,4.823221787269832106e+01,2.378546874019472739e+02,2.892322299346245700e+02,1.682208819195124079e+02,2.672835416689529779e+02,1.882022815533592848e+02,2.447866852792578527e+02,2.462235212261593347e+02,2.132432221373607888e+02,2.954489915347024294e+02,3.380461108871218130e+02,2.658467058130077021e+02
2.560000000000000000e+02,2.429637691285198855e+02,4.838559014099965339e+01,2.332815663654581613e+02,2.853010963890573635e+02,1.641560993213733468e+02,2.684811602397535353e+02,1.836311479866661216e+02,2.455434819482683508e+02,2.469637388862877856e+02,2.094065155322103919e+02,2.963484723452577327e+02,3.329646889944767167e+02,2.670609033379947164e+02
2.570000000000000000e+02,2.412966787392041681e+02,4.826213343394565669e+01,2.285486601060958378e+02,2.831858497779265917e+02,1.613350583450845761e+02,2.712194227928458190e+02,1.796088863419195434e+02,2.498956053294098467e+02,2.513088937618581156e+02,2.061924503723730027e+02,2.969946751439960622e+02,3.298736233107106273e+02,2.698061344361039460e+02
2.580000000000000000e+02,2.393608966600252757e+02,4.701251928469581287e+01,2.264735174718460371e+02,2.829578068149313594e+02,1.581536888280662936e+02,2.717534513156546723e+02,1.756911868714419711e+02,2.506969315345531299e+02,2.521169199707502742e+02,2.047793208880863176e+02,2.971221555310756912e+02,3.294832371646313618e+02,2.703334629099355766e+02
2.590000000000000000e+02,2.417870481119264525e+02,4.662496023614988161e+01,2.290039202449572997e+02,2.856808236156446128e+02,1.609422866866835591e+02,2.712284905583074419e+02,1.778340120111564318e+02,2.506219448710807285e+02,2.520528505099629228e+02,2.078521482760822039e+02,2.968884836134011493e+02,3.319162397577518959e+02,2.697975848119161242e+02
2.600000000000000000e+02,2.450115271891421571e+02,4.692087860617365180e+01,2.349331090534799955e+02,2.895749693582152986e+02,1.652690000294015533e+02,2.694916317445430423e+02,1.827406218034940935e+02,2.488357651962256796e+02,2.502745385655605617e+02,2.130879861724349382e+02,2.961885516824517595e+02,3.365665217557847768e+02,2.680528584553238716e+02
2.610000000000000000e+02,2.483582758372168655e+02,4.795953774585255758e+01,2.417296880072760530e+02,2.928829425983640249e+02,1.690322095323267320e+02,2.674854876796552503e+02,1.893314572702943224e+02,2.465686746274637073e+02,2.480212002381520335e+02,2.172303671867562116e+02,2.953552381368117494e+02,3.423565764034953531e+02,2.660329620883512689e+02
2.620000000000000000e+02,2.498845455873158414e+02,4.690506845785730405e+01,2.475175453039430806e+02,2.958165700958281832e+02,1.705112150337386936e+02,2.654382609941221176e+02,1.934618458229727764e+02,2.434608988034333663e+02,2.449287114722864374e+02,2.203426114093668957e+02,2.945306679307390709e+02,3.477552318303930861e+02,2.639704482539867172e+02
2.630000000000000000e+02,2.505660924386513386e+02,4.583379102265313065e+01,2.503534360212488821e+02,2.987322719645925986e+02,1.704881304159183628e+02,2.643224711081405758e+02,1.937828756003275714e+02,2.419490350270853583e+02,2.434384194739041902e+02,2.227475804451279657e+02,2.937505743659996824e+02,3.511677614972420542e+02,2.628330866508752592e+02
2.640000000000000000e+02,2.516135879145183765e+02,4.597853344588377666e+01,2.499627710886159662e+02,2.997065467119835489e+02,1.710413241939511977e+02,2.647981945242812003e+02,1.935251051107752573e+02,2.429784287450350746e+02,2.444776015878175031e+02,2.231117864847787189e+02,2.937292169130298021e+02,3.515032055601481034e+02,2.632990218105294957e+02
2.650000000000000000e+02,2.509443705124228359e+02,4.651273919411909219e+01,2.469284713100234399e+02,2.982415360964639035e+02,1.704610534799539607e+02,2.660302491395755737e+02,1.914465613660023564e+02,2.445448367794483886e+02,2.460326004104018125e+02,2.216008228603647865e+02,2.939749063239980273e+02,3.487915157855871371e+02,2.645424856125986253e+02
2.660000000000000000e+02,2.500672017819570669e+02,4.756290218575998097e+01,2.428814017049946870e+02,2.945608867191687636e+02,1.705456399059515604e+02,2.665815617808201523e+02,1.905605465204437223e+02,2.448502554950026990e+02,2.463075018548791491e+02,2.184347611350933391e+02,2.946551295223122793e+02,3.438926921644825256e+02,2.651243154471226262e+02
2.670000000000000000e+02,2.466316928014919370e+02,4.773253143279535493e+01,2.371380285739327576e+02,2.891578995206564286e+02,1.672397439915268933e+02,2.676938533393854982e+02,1.870263753684875780e+02,2.451338356025324856e+02,2.465661895322747910e+02,2.128697543493351247e+02,2.956358011288116359e+02,3.380461108871218130e+02,2.662614994044272407e+02
2.680000000000000000e+02,2.432173162702876539e+02,4.817667635771267953e+01,2.331006916266042310e+02,2.855320076275770020e+02,1.641671432827846218e+02,2.687339820367899392e+02,1.833735555993997366e+02,2.460957077038717955e+02,2.475153954398978442e+02,2.095221104091320967e+02,2.965411045235921961e+02,3.329646889944767167e+02,2.673142942200482253e+02
2.690000000000000000e+02,2.413074648444208208e+02,4.771456082768804663e+01,2.284154844295399016e+02,2.833713313625570436e+02,1.611738841947638150e+02,2.706982084469112237e+02,1.793835433589720196e+02,2.485894465234684105e+02,2.500021118773993010e+02,2.061455984862851665e+02,2.971269869912352988e+02,3.298736233107106273e+02,2.692855430860163324e+02
2.700000000000000000e+02,2.400305455904671987e+02,4.666209556626944988e+01,2.262528598123311951e+02,2.828744356108012425e+02,1.587034692494720787e+02,2.725198873387215031e+02,1.763239519147951455e+02,2.518317223871724764e+02,2.532519852349929863e+02,2.045572360086908361e+02,2.973182938981290135e+02,3.294832371646313618e+02,2.710996245898439270e+02
2.710000000000000000e+02,2.416792025718641810e+02,4.604980407325400904e+01,2.285968929872981334e+02,2.854487617666113124e+02,1.605994523053043679e+02,2.716264737883492444e+02,1.775570227974363320e+02,2.512499537722224261e+02,2.526817651424515532e+02,2.074057641576433468e+02,2.970061336248111274e+02,3.319162397577518959e+02,2.701946624200064093e+02
2.720000000000000000e+02,2.460847769154739240e+02,4.716008787037454653e+01,2.344033849580873436e+02,2.895122635519655887e+02,1.660033980541136316e+02,2.699594715205098510e+02,1.835617452327873877e+02,2.497432341975024599e+02,2.511831745480537847e+02,2.126053572134495369e+02,2.964025984361824158e+02,3.365665217557847768e+02,2.685195311922557266e+02
2.730000000000000000e+02,2.481062239781412018e+02,4.698428612150632233e+01,2.413601628810480690e+02,2.929454411572796175e+02,1.686085406979708239e+02,2.677297722887651616e+02,1.886208874278866858e+02,2.467769369605565259e+02,2.482298800270817765e+02,2.170590631185888242e+02,2.955003456136670934e+02,3.423565764034953531e+02,2.662768292119329772e+02
2.740000000000000000e+02,2.499954741791192419e+02,4.671220821273070811e+01,2.473861662445911520e+02,2.959200916969738842e+02,1.704743369390967871e+02,2.658689686371533298e+02,1.932989061701338187e+02,2.441990514215671055e+02,2.456704172586701986e+02,2.203615184983405015e+02,2.945713311925889002e+02,3.477552318303930861e+02,2.643976027688589170e+02
2.750000000000000000e+02,2.504594952413327746e+02,4.577491058882164765e+01,2.500840184337596384e+02,2.986758826610292772e+02,1.702334522021374994e+02,2.648164069507624276e+02,1.934794670331964710e+02,2.429414498805314793e+02,2.444237588019924488e+02,2.225611273404833810e+02,2.937476973579049968e+02,3.511677614972420542e+02,2.633340980377732876e+02
2.760000000000000000e+02,2.510598321811770006e+02,4.614097600945609656e+01,2.503133474172587114e+02,2.995545827648842874e+02,1.706051735191762475e+02,2.654226013741998713e+02,1.933282230134079498e+02,2.445417684947618113e+02,2.460318293715047560e+02,2.232736984998044250e+02,2.933826611013907382e+02,3.515032055601481034e+02,2.639325404099627121e+02
2.770000000000000000e+02,2.511425382310524128e+02,4.585389659817668218e+01,2.471964828303878789e+02,2.983540340233953430e+02,1.706999345970453703e+02,2.654774126468062718e+02,1.916409031151951865e+02,2.440682829922639883e+02,2.455499724171951641e+02,2.217535570925138018e+02,2.939024031877843299e+02,3.487915157855871371e+02,2.639957232428883458e+02
2.780000000000000000e+02,2.496475445558743900e+02,4.770913327381337155e+01,2.430009716687315517e+02,2.945546635420280381e+02,1.700341703935132500e+02,2.661290127372745928e+02,1.901982833424981720e+02,2.443080222743266461e+02,2.457689814028074693e+02,2.183816811974645304e+02,2.945380318370742998e+02,3.438926921644825256e+02,2.646680537024436148e+02
2.790000000000000000e+02,2.466742119989866069e+02,4.804517336978640429e+01,2.379587581018591891e+02,2.891645871707388551e+02,1.676403460163175794e+02,2.672011006340138124e+02,1.879170605541317229e+02,2.446716571608712911e+02,2.461075034161987105e+02,2.132256401383183970e+02,2.955698342930830336e+02,3.380461108871218130e+02,2.657652543643870899e+02
2.800000000000000000e+02,2.426581824226216213e+02,4.797091223660697779e+01,2.333039831295989472e+02,2.850579575598336532e+02,1.637335948630908433e+02,2.685707284618919175e+02,1.834027480242077388e+02,2.461982813520857576e+02,2.476160968202115669e+02,2.092170281159968965e+02,2.962854367953975157e+02,3.329646889944767167e+02,2.671529130308686604e+02
2.810000000000000000e+02,2.413757330009778457e+02,4.803414568329795031e+01,2.287068934707973824e+02,2.832078085366002824e+02,1.615326934088364794e+02,2.709728766161582598e+02,1.798572318695320291e+02,2.492673426043338054e+02,2.506804556411894680e+02,2.063005586562060216e+02,2.970955026266131540e+02,3.298736233107106273e+02,2.695597636254765916e+02
2.820000000000000000e+02,2.397171869009391401e+02,4.675904797419156722e+01,2.264757908697968389e+02,2.829553359162283641e+02,1.586117735104074029e+02,2.721040197922935704e+02,1.760769387480328021e+02,2.508328870138367108e+02,2.522518401811933018e+02,2.048168793617367953e+02,2.972515657091208823e+02,3.294832371646313618e+02,2.706850666413810131e+02
2.830000000000000000e+02,2.414821171948785263e+02,4.634041097785114260e+01,2.288038230112425424e+02,2.854907204226976773e+02,1.605387026463397717e+02,2.718852362110598619e+02,1.773689599292825676e+02,2.516492459959726204e+02,2.530803861177847409e+02,2.076618749634053245e+02,2.969681470700429600e+02,3.319162397577518959e+02,2.704540961541759998e+02
2.840000000000000000e+02,2.457668860657598202e+02,4.712833837057879549e+01,2.346078856934593091e+02,2.895002138878472238e+02,1.659484231371967269e+02,2.701408760821714736e+02,1.834563325935319256e+02,2.495717402239710623e+02,2.510095778124702406e+02,2.128641335636357041e+02,2.963539937867489584e+02,3.365665217557847768e+02,2.687030384748426854e+02
2.850000000000000000e+02,2.486187752901433328e+02,4.771989201451820861e+01,2.417390109127707092e+02,2.932804937687501479e+02,1.693386218973769246e+02,2.676894363362550280e+02,1.893578652556799966e+02,2.466704118329801076e+02,2.481247201740305286e+02,2.175673204796419782e+02,2.955641514907869691e+02,3.423565764034953531e+02,2.662351280106041713e+02
2.860000000000000000e+02,2.498023725890424203e+02,4.685844445464197605e+01,2.473558957302351189e+02,2.960210930578718376e+02,1.704253819955755489e+02,2.657137041172237559e+02,1.930899424204038155e+02,2.438234546794529081e+02,2.452927873671277439e+02,2.205428005383501784e+02,2.944976525405728580e+02,3.477552318303930861e+02,2.642443713686479327e+02
2.870000000000000000e+02,2.505911592961927283e+02,4.634831480776770007e+01,2.504886496557785165e+02,2.989478464850089381e+02,1.705185717784117401e+02,2.652708857285528552e+02,1.937326680072841611e+02,2.432482339408499570e+02,2.447267765927021799e+02,2.230287057492380143e+02,2.939820060115837350e+02,3.511677614972420542e+02,2.637923430350993499e+02
2.880000000000000000e+02,2.512909516431144823e+02,4.597676656300427567e+01,2.496848081747577623e+02,2.997432643489635211e+02,1.705272349924878483e+02,2.653492399356034639e+02,1.929046889860194938e+02,2.437599059038887219e+02,2.452517335526843283e+02,2.230105490111345432e+02,2.936580698974614165e+02,3.515032055601481034e+02,2.638574122647261788e+02
2.890000000000000000e+02,2.514327245208481258e+02,4.659305947014238569e+01,2.468107634134559021e+02,2.982002082090972408e+02,1.709348101111380629e+02,2.657820113340293915e+02,1.919847065780219282e+02,2.447228633973009551e+02,2.462041423255040513e+02,2.215035651492782449e+02,2.939311710999605793e+02,3.487915157855871371e+02,2.643007324023082560e+02
2.900000000000000000e+02,2.501179596832925256e+02,4.811804083655626840e+01,2.428930125871360133e+02,2.943094262429594323e+02,1.706366006458974311e+02,2.665414924897305013e+02,1.910173019282506175e+02,2.447511368964468090e+02,2.462035350152829665e+02,2.182077160659970332e+02,2.946231901733887071e+02,3.438926921644825256e+02,2.650890943182103570e+02
2.910000000000000000e+02,2.458607404470550080e+02,4.845449160146748824e+01,2.377432003393988964e+02,2.883939511388761048e+02,1.667799751870147986e+02,2.674805737432866977e+02,1.875877515207218096e+02,2.449725845405911571e+02,2.464112965182963251e+02,2.124272473793392635e+02,2.954902184482219809e+02,3.380461108871218130e+02,2.660418616126365805e+02
2.920000000000000000e+02,2.432801836273529545e+02,4.829208491097362810e+01,2.334534551431019338e+02,2.848400781801757375e+02,1.644543795628264888e+02,2.683013883452096024e+02,1.845024526412529440e+02,2.455158406353087628e+02,2.469364899586783508e+02,2.089561501433840078e+02,2.962517796596946482e+02,3.329646889944767167e+02,2.668807390300759721e+02
2.930000000000000000e+02,2.409625038849589771e+02,4.764065862989233580e+01,2.285383292918380391e+02,2.831475282251148542e+02,1.609032802783253828e+02,2.708133581356992750e+02,1.792677395497998134e+02,2.492172567759797062e+02,2.506307972870452545e+02,2.061093228651326399e+02,2.970510465890972682e+02,3.298736233107106273e+02,2.693998176162685354e+02
2.940000000000000000e+02,2.390215492837749593e+02,4.715699545512850932e+01,2.267972644618849642e+02,2.829091074099139291e+02,1.581203212101554243e+02,2.720967541393741840e+02,1.756863492957182018e+02,2.507000356705774209e+02,2.521155321052773672e+02,2.050194756275671750e+02,2.971744647858296275e+02,3.294832371646313618e+02,2.706812576447834431e+02
2.950000000000000000e+02,2.413328704047223994e+02,4.620060202162068208e+01,2.288648232268632228e+02,2.856383862387118029e+02,1.603907676557136881e+02,2.711528369300702934e+02,1.772208822341264067e+02,2.501744154746363051e+02,2.516031409453762535e+02,2.077024933046523358e+02,2.969571442507543679e+02,3.319162397577518959e+02,2.697241114396073272e+02
2.960000000000000000e+02,2.454424200520090551e+02,4.687185984706642472e+01,2.342830707979939859e+02,2.893741862717233744e+02,1.653315566617173715e+02,2.700550826102653446e+02,1.828500746751095960e+02,2.497072040349158044e+02,2.511446102876398072e+02,2.125155113919165046e+02,2.962896260020052068e+02,3.365665217557847768e+02,2.686176763977667861e+02
2.970000000000000000e+02,2.485037883232202205e+02,4.817281354058098941e+01,2.420167638901468479e+02,2.930172771545244927e+02,1.693648291199421578e+02,2.676153933828549611e+02,1.897510035706588667e+02,2.467732292420583065e+02,2.482274822584137155e+02,2.175177108841487836e+02,2.954511728559650692e+02,3.423565764034953531e+02,2.661611402941130677e+02
2.980000000000000000e+02,2.492329734633919429e+02,4.709536830995321566e+01,2.471167123065886244e+02,2.956283341787947734e+02,1.695155701820844172e+02,2.659559776037785355e+02,1.924677841426446889e+02,2.440900843807120566e+02,2.455654384996894350e+02,2.199247275248490041e+02,2.946527851299806002e+02,3.477552318303930861e+02,2.644806234393318505e+02
2.990000000000000000e+02,2.508465234510842379e+02,4.692797931587602989e+01,2.504191221888921746e+02,2.987786762648069612e+02,1.708249866515551787e+02,2.656899664124080118e+02,1.942073149139891655e+02,2.437939461331844484e+02,2.452765614592399857e+02,2.228824833092966458e+02,2.940590050213393170e+02,3.511677614972420542e+02,2.642073512568144338e+02
3.000000000000000000e+02,2.507727857134759972e+02,4.635209853932250468e+01,2.501969062930534449e+02,2.997748058186834896e+02,1.702887676522390734e+02,2.652121860990404230e+02,1.927992510317649248e+02,2.437342553235616833e+02,2.452170312043026286e+02,2.233876639687798047e+02,2.936320616606461158e+02,3.515032055601481034e+02,2.637294102527734481e+02
3.010000000000000000e+02,2.511094221400408060e+02,4.759436460574709571e+01,2.473424981125691033e+02,2.982837301910037695e+02,1.711011882516961862e+02,2.666158109534529785e+02,1.921055118941820012e+02,2.453479313052535531e+02,2.468287224796645773e+02,2.220601285463644103e+02,2.939959092580530182e+02,3.487915157855871371e+02,2.651350198055613419e+02
3.020000000000000000e+02,2.502106067670313791e+02,4.827254632835393267e+01,2.426041553391613093e+02,2.943358687279419996e+02,1.706359517991612051e+02,2.671450282332918960e+02,1.906814074127850063e+02,2.459166215470311272e+02,2.473729811504881297e+02,2.182202859573775982e+02,2.946268901727598291e+02,3.438926921644825256e+02,2.656886686239878941e+02
3.030000000000000000e+02,2.466296099804958715e+02,4.814454275923189641e+01,2.381737211021690541e+02,2.893870650572493446e+02,1.677417202144638111e+02,2.670576914119254752e+02,1.877136937044957676e+02,2.446084773470886375e+02,2.460459652687968628e+02,2.136362778240323053e+02,2.954394919979730503e+02,3.380461108871218130e+02,2.656202033671727918e+02
3.040000000000000000e+02,2.430375063277004983e+02,4.874499703739056855e+01,2.334652941578204093e+02,2.851973710220378280e+02,1.642961603610212364e+02,2.686926483106381625e+02,1.838984827124755270e+02,2.459323186058761053e+02,2.473515954850174410e+02,2.094881593735559022e+02,2.963515649922007924e+02,3.329646889944767167e+02,2.672733713698152087e+02
3.050000000000000000e+02,2.409348793759619696e+02,4.815009465272615330e+01,2.283604538439757903e+02,2.832897012264484715e+02,1.607411915826890549e+02,2.707068267376600943e+02,1.790699691235233502e+02,2.487141121884361894e+02,2.501271636206668632e+02,2.060153060767414956e+02,2.970786008729835999e+02,3.298736233107106273e+02,2.692937752743099509e+02
3.060000000000000000e+02,2.396651143622551672e+02,4.697205303497590023e+01,2.266439689512352231e+02,2.828683955369903060e+02,1.586152698828343830e+02,2.724028071797840767e+02,1.762529697399983206e+02,2.516527840929787203e+02,2.530717405831743747e+02,2.049077973890134388e+02,2.973169561285288864e+02,3.294832371646313618e+02,2.709838506753907268e+02
3.070000000000000000e+02,2.413036042947007616e+02,4.654498240954865196e+01,2.291125183555990361e+02,2.856106294236992085e+02,1.606417155568113060e+02,2.712104764653983011e+02,1.774304049044877445e+02,2.503799621414898979e+02,2.518110734146071366e+02,2.079445749895703557e+02,2.969390548990663206e+02,3.319162397577518959e+02,2.697793650685205193e+02
3.080000000000000000e+02,2.451741907859768901e+02,4.684752940941540800e+01,2.346799866832108421e+02,2.895750161479409712e+02,1.653452903145770279e+02,2.693687786284809818e+02,1.827268532644350501e+02,2.485129673896030340e+02,2.499504739883206810e+02,2.129651861075213048e+02,2.962618978055887169e+02,3.365665217557847768e+02,2.679312721197587734e+02
3.090000000000000000e+02,2.477628064753640729e+02,4.728882654992767698e+01,2.415587741460885240e+02,2.928566021184041119e+02,1.685053370253879166e+02,2.671094053821628904e+02,1.885825550412417044e+02,2.459028982514767279e+02,2.473544427752484296e+02,2.171884373218618691e+02,2.953261241899056131e+02,3.423565764034953531e+02,2.656578607447830791e+02
3.100000000000000000e+02,2.494889756460482033e+02,4.656629799657986268e+01,2.471687568084945781e+02,2.956741510135112208e+02,1.698413825050587889e+02,2.658359471350753438e+02,1.928146042791808554e+02,2.440379173941337285e+02,2.455088974781816660e+02,2.199800540415868397e+02,2.945118229394138893e+02,3.477552318303930861e+02,2.643649669486974290e+02
3.110000000000000000e+02,2.505165658578307557e+02,4.598288832740670529e+01,2.502121048490286626e+02,2.986282841232279566e+02,1.703973404522681108e+02,2.650742939180227040e+02,1.938233004130768791e+02,2.433963185072652777e+02,2.448870646002920353e+02,2.226540801679484218e+02,2.937250069649071520e+02,3.511677614972420542e+02,2.635835479185960821e+02
3.120000000000000000e+02,2.506910311191770120e+02,4.612676072040869713e+01,2.497830920678664768e+02,2.994260123993170737e+02,1.701023908231172470e+02,2.658503208751864122e+02,1.925974260247708401e+02,2.447080731746692948e+02,2.461959703633628749e+02,2.230202421246868596e+02,2.935857118730462503e+02,3.515032055601481034e+02,2.643624236071499354e+02
3.130000000000000000e+02,2.509966478843927291e+02,4.670773968055311798e+01,2.468788147305510847e+02,2.981560322896280582e+02,1.704191129339656641e+02,2.662107889252407631e+02,1.914915524049854127e+02,2.455970477719154701e+02,2.470819235874195954e+02,2.215136868186934578e+02,2.937886648865973029e+02,3.487915157855871371e+02,2.647259131272542731e+02
3.140000000000000000e+02,2.499318925054985527e+02,4.770657641295851192e+01,2.425683972165202249e+02,2.943381212359061578e+02,1.701359277247275372e+02,2.661285995227787566e+02,1.902532012931128236e+02,2.445668595123587465e+02,2.460335439088489693e+02,2.180109284641358727e+02,2.944433703571900196e+02,3.438926921644825256e+02,2.646619151063987374e+02
3.150000000000000000e+02,2.469418765797810522e+02,4.890479291322251498e+01,2.380846676586788533e+02,2.886102279804140380e+02,1.682830285957449803e+02,2.674025284685947668e+02,1.889663960582907407e+02,2.451546090364019506e+02,2.465852238566663175e+02,2.129815144296811127e+02,2.954451147773048092e+02,3.380461108871218130e+02,2.659719135877097642e+02
3.160000000000000000e+02,2.434430695922417840e+02,4.882700164313354207e+01,2.333679850159274736e+02,2.848033398379220671e+02,1.646856498747698936e+02,2.685224593369083550e+02,1.848062786101357915e+02,2.456689619671564913e+02,2.470853803403517759e+02,2.089210171646710137e+02,2.963037534820032306e+02,3.329646889944767167e+02,2.671060410127891487e+02
