# Time (month),FLNS (W/m2),FLUT (W/m2),SOLIN (W/m2),FLNT (W/m2),FSNTC (W/m2),FSDSC (W/m2),FSNSC (W/m2),FLUTC (W/m2),FSDS (W/m2),FSNTOA (W/m2),TS (K),FLDS (W/m2),FSNT (W/m2),FSNS (W/m2),FLNTC (W/m2)
4.490000000000000000e+02,5.721637178761248066e+01,2.406395356408893349e+02,3.298736233107106273e+02,2.393476538348108136e+02,2.766810230344132151e+02,2.380146771495004145e+02,2.079187404107525197e+02,2.644389334176823354e+02,1.823977351485232816e+02,2.343399182814098651e+02,2.888635974696808830e+02,3.445311135438449242e+02,2.310537127818926137e+02,1.578694541092030192e+02,2.631470516424403172e+02
4.500000000000000000e+02,5.600483204992875130e+01,2.423731163691043662e+02,3.294832371646313618e+02,2.410789692795224255e+02,2.787465312056877451e+02,2.358802200509933300e+02,2.090975845395978183e+02,2.654101276690329314e+02,1.777730733351246784e+02,2.338831725868787146e+02,2.890923530049058172e+02,3.472538568829497194e+02,2.305684275473672358e+02,1.564718153052336618e+02,2.641159806009883368e+02
4.510000000000000000e+02,5.591772000001958531e+01,2.420415904385694432e+02,3.319162397577518959e+02,2.407399340163144643e+02,2.824368584270093834e+02,2.385847993858613449e+02,2.133028280538263743e+02,2.648194360318489089e+02,1.798131820390124176e+02,2.370714616187496517e+02,2.888354770084134771e+02,3.459024279001995978e+02,2.336931063506542898e+02,1.600255428823123793e+02,2.635177794977030885e+02
4.520000000000000000e+02,5.631561658182906882e+01,2.411350607361668494e+02,3.365665217557847768e+02,2.398292398049075871e+02,2.860374824484770215e+02,2.442109297616347874e+02,2.179018882624696403e+02,2.634755380490065590e+02,1.849092561093075631e+02,2.404141705292304323e+02,2.881736154760861837e+02,3.417966887795448088e+02,2.369793870962043059e+02,1.639625150622443357e+02,2.621697171475360619e+02
4.530000000000000000e+02,5.719137676023677130e+01,2.395079874206375905e+02,3.423565764034953531e+02,2.381878224906438959e+02,2.878158489013346752e+02,2.512827816637781666e+02,2.205876402281446929e+02,2.613704112304700402e+02,1.933907480638147263e+02,2.436778647099010868e+02,2.871563080780524615e+02,3.354536464033503762e+02,2.402064446584790005e+02,1.678628901578961745e+02,2.600502462175650180e+02
4.540000000000000000e+02,5.597184289329985774e+01,2.357262951908114132e+02,3.477552318303930861e+02,2.343837389410636263e+02,2.889666760841094515e+02,2.571507704853477208e+02,2.218709615065818639e+02,2.586392098096857808e+02,1.973118959325042283e+02,2.434698101631291536e+02,2.857927309938616531e+02,3.303425602143269089e+02,2.399764676122792082e+02,1.674843578624317217e+02,2.572966536057625149e+02
4.550000000000000000e+02,5.538379599147958032e+01,2.357167253270494598e+02,3.511677614972420542e+02,2.343477197480209782e+02,2.912915922631227090e+02,2.596683904944779897e+02,2.235310673879747583e+02,2.581396643164999318e+02,1.983623841597304533e+02,2.446036747576408743e+02,2.851713259306688428e+02,3.279969107189829742e+02,2.410924030784908609e+02,1.677652848428490699e+02,2.567706587336303983e+02
4.560000000000000000e+02,5.503676648743986277e+01,2.365665969074873090e+02,3.515032055601481034e+02,2.351875172006274681e+02,2.942053105697269189e+02,2.586248400472761659e+02,2.257464805435657809e+02,2.580828530832186516e+02,1.966143576719817929e+02,2.465984083402904332e+02,2.848604868672474026e+02,3.274160437821181517e+02,2.430621050574258106e+02,1.690125676201436704e+02,2.567037733737189455e+02
4.570000000000000000e+02,5.600670918313558388e+01,2.366570954473569088e+02,3.487915157855871371e+02,2.352925640357922816e+02,2.943794980031556179e+02,2.563859054253783825e+02,2.262675738464700146e+02,2.587948520004662782e+02,1.960887534775230563e+02,2.480754798106746932e+02,2.855396232755604728e+02,3.296933104245696313e+02,2.445418422785082839e+02,1.711471014564358200e+02,2.574303206133922117e+02
4.580000000000000000e+02,5.658859178407308832e+01,2.365842019668864395e+02,3.438926921644825256e+02,2.352472163785798784e+02,2.896887741393912279e+02,2.519151428406729565e+02,2.218299340351329647e+02,2.595048410766850679e+02,1.937090862811733700e+02,2.451969121389036275e+02,2.861301703007406445e+02,3.323268969676203710e+02,2.417066635042807548e+02,1.689344919556080526e+02,2.581678554811954882e+02
4.590000000000000000e+02,5.736244659318724359e+01,2.378895000360316772e+02,3.380461108871218130e+02,2.365746603842970330e+02,2.828334191874903922e+02,2.468480751215322186e+02,2.150471909833913458e+02,2.614678676277904401e+02,1.912310772252610889e+02,2.407428511472087678e+02,2.873416410248635202e+02,3.368655624164919686e+02,2.373296517448957275e+02,1.649943736124754707e+02,2.601530279610017828e+02
4.600000000000000000e+02,5.735124599967122094e+01,2.390855316903850394e+02,3.329646889944767167e+02,2.377826322691249175e+02,2.765620608677945711e+02,2.428528807727783203e+02,2.090354346161628314e+02,2.626725848412972937e+02,1.878918085295960907e+02,2.350780258118027177e+02,2.880666613667987122e+02,3.403616886070141732e+02,2.317487130061926734e+02,1.596721943292543529e+02,2.613696854118332453e+02
4.610000000000000000e+02,5.722720878006717271e+01,2.400868308158590310e+02,3.298736233107106273e+02,2.387921992961836111e+02,2.752261030584335231e+02,2.387401598828705005e+02,2.067700826306165425e+02,2.640779224223386450e+02,1.831458950389501297e+02,2.329587382834396294e+02,2.887418221978438737e+02,3.440694703753791828e+02,2.296713998729190394e+02,1.568065748892421709e+02,2.627832909498256413e+02
4.620000000000000000e+02,5.630038611870666898e+01,2.430422643931752873e+02,3.294832371646313618e+02,2.417464226725039396e+02,2.779307842688596111e+02,2.357734565123749348e+02,2.081740626199517976e+02,2.657235522527799390e+02,1.786553169423875431e+02,2.340501412688778657e+02,2.891366595340992944e+02,3.470177315906705644e+02,2.307354837343009422e+02,1.564775913468055535e+02,2.644277104714870461e+02
4.630000000000000000e+02,5.579132790698211153e+01,2.424228895746695400e+02,3.319162397577518959e+02,2.411204717040547507e+02,2.820684977438520491e+02,2.385011920239679171e+02,2.129765994597558745e+02,2.651148049041950685e+02,1.791463216573683042e+02,2.361175663037048480e+02,2.888042637980070140e+02,3.458936731104497539e+02,2.327384565688190889e+02,1.590947541391293782e+02,2.638123871182221478e+02
4.640000000000000000e+02,5.683795945960256546e+01,2.415105701476205979e+02,3.365665217557847768e+02,2.402013010428566986e+02,2.857033962147817192e+02,2.440833465457992020e+02,2.175054951566885677e+02,2.637508255562577801e+02,1.853545291158763177e+02,2.404611029548148906e+02,2.881542327567711368e+02,3.412847694792940274e+02,2.370262247374928108e+02,1.640018262906622226e+02,2.624415564483734329e+02
4.650000000000000000e+02,5.684026186732860708e+01,2.391447782531966482e+02,3.423565764034953531e+02,2.378232995670632022e+02,2.878002613100528038e+02,2.513078234264285982e+02,2.205640029309419390e+02,2.612709940991304620e+02,1.921245854805492854e+02,2.426371985745846018e+02,2.870670841877774251e+02,3.355198189376563960e+02,2.391650261005585776e+02,1.667211704902703957e+02,2.599495154771426542e+02
4.660000000000000000e+02,5.588809722198096352e+01,2.365053852098747029e+02,3.477552318303930861e+02,2.351604342663992782e+02,2.891226348672986433e+02,2.571321426485409916e+02,2.220622466176869807e+02,2.591306701278504079e+02,1.973783075546008376e+02,2.437735431850972816e+02,2.858866420772819765e+02,3.307857746503161138e+02,2.402802396282547761e+02,1.677969697397449238e+02,2.577857192160831232e+02
4.670000000000000000e+02,5.579730017898248917e+01,2.366783325308921917e+02,3.511677614972420542e+02,2.353119293675080428e+02,2.912198606206589488e+02,2.595685159117127228e+02,2.235009668955191273e+02,2.583358964843637864e+02,1.993271459449580334e+02,2.453989719538695908e+02,2.851157869397470108e+02,3.275621395365913031e+02,2.418891011448496897e+02,1.686801629778324525e+02,2.569694933351394752e+02
4.680000000000000000e+02,5.498185127676021722e+01,2.363278417806187974e+02,3.515032055601481034e+02,2.349532113046679740e+02,2.940801464394832010e+02,2.587096888196336408e+02,2.256270637783738948e+02,2.581215561515008972e+02,1.976047596511408528e+02,2.472788933027853204e+02,2.849699957983154377e+02,3.279916263942056958e+02,2.437430958243188854e+02,1.698009768230124905e+02,2.567469256917094640e+02
4.690000000000000000e+02,5.543250673384364546e+01,2.363145564657678221e+02,3.487915157855871371e+02,2.349521129036580760e+02,2.940069064422714860e+02,2.556934704643778389e+02,2.254542758412364094e+02,2.585756070588011539e+02,1.954597656304601117e+02,2.478093346509359378e+02,2.855065483193286582e+02,3.303366159336752048e+02,2.442753744849517545e+02,1.704756939003956120e+02,2.572131636129501544e+02
4.700000000000000000e+02,5.590650680930937000e+01,2.364221386157867073e+02,3.438926921644825256e+02,2.350800291201709058e+02,2.895899359133326243e+02,2.515672989999434037e+02,2.214881976564693673e+02,2.593284714914908022e+02,1.926940330937968611e+02,2.445734732070288544e+02,2.861088647510425744e+02,3.328861573885473035e+02,2.410823466997635762e+02,1.679909232181827008e+02,2.579863619339865295e+02
4.710000000000000000e+02,5.745821439135006159e+01,2.378617819024358369e+02,3.380461108871218130e+02,2.365447369921832887e+02,2.824394830095417319e+02,2.464737790947279450e+02,2.143934883286546551e+02,2.612860922778182271e+02,1.914376163896401124e+02,2.407482925641634495e+02,2.872927566963462027e+02,3.365635488697732853e+02,2.373352823809474899e+02,1.647689725588205931e+02,2.599690474193281489e+02
4.720000000000000000e+02,5.762582176531344658e+01,2.384048594327565525e+02,3.329646889944767167e+02,2.371052504179098150e+02,2.771479867851559220e+02,2.425379331668757743e+02,2.094230432190814213e+02,2.626887776446025669e+02,1.877560860631777757e+02,2.357595871371361511e+02,2.881638669021945134e+02,3.405187832674557740e+02,2.324311122531233025e+02,1.603125812952003741e+02,2.613891684269316329e+02
4.730000000000000000e+02,5.679779822674876755e+01,2.411512886538413625e+02,3.298736233107106273e+02,2.398589155880766270e+02,2.762904855143294753e+02,2.380742310631950716e+02,2.074794659000287140e+02,2.647167873379305547e+02,1.822244951022304917e+02,2.338007949921498891e+02,2.889693770214777828e+02,3.454682294700839407e+02,2.305142769706330057e+02,1.572487546705974353e+02,2.634244142714956070e+02
4.740000000000000000e+02,5.585861635880269205e+01,2.424966087735990072e+02,3.294832371646313618e+02,2.411994909118825774e+02,2.787671060754023529e+02,2.361288015866848866e+02,2.092367572628434402e+02,2.655606180413606694e+02,1.771829174261501407e+02,2.332895185559046922e+02,2.891883482269531669e+02,3.477243877585111704e+02,2.299741571019678190e+02,1.558534195300599094e+02,2.642635000434648873e+02
4.750000000000000000e+02,5.642240986248465617e+01,2.419933613725002033e+02,3.319162397577518959e+02,2.406872929793529465e+02,2.824614052025738147e+02,2.387403077268976119e+02,2.133808892880822725e+02,2.650614711865276831e+02,1.796832876951972366e+02,2.367751146568884337e+02,2.889319775840525040e+02,3.456850712710111679e+02,2.333960443288088413e+02,1.597488987856036147e+02,2.637554027984709251e+02
4.760000000000000000e+02,5.700118799255751156e+01,2.419563468864676281e+02,3.365665217557847768e+02,2.406452713128290100e+02,2.857324832775410073e+02,2.440664679366792882e+02,2.175678619900791944e+02,2.638735939098525591e+02,1.856009865242184844e+02,2.407010232322801642e+02,2.882098475546296186e+02,3.414096059321656753e+02,2.372661882692080155e+02,1.643087372471383674e+02,2.625625184369374665e+02
4.770000000000000000e+02,5.709581382631864699e+01,2.394784385835241096e+02,3.423565764034953531e+02,2.381598073753522726e+02,2.874820028674624268e+02,2.511644435169446012e+02,2.202494469712563330e+02,2.614871643132347572e+02,1.919616924957182675e+02,2.422733012549419129e+02,2.869928825045723215e+02,3.350567254911642294e+02,2.388012028457033864e+02,1.663682962753160837e+02,2.601685331558201710e+02
4.780000000000000000e+02,5.570290581224489301e+01,2.364716494155053397e+02,3.477552318303930861e+02,2.351300379119494721e+02,2.887442116605102456e+02,2.571064078474534540e+02,2.215852640824518573e+02,2.588171037783080237e+02,1.964252944682114048e+02,2.427630178752071686e+02,2.857753478342690414e+02,3.304674659829437360e+02,2.392693533434861308e+02,1.665447961228685472e+02,2.574754921319053551e+02
4.790000000000000000e+02,5.556175870896070990e+01,2.358172624445795122e+02,3.511677614972420542e+02,2.344486527629800037e+02,2.913212714472315383e+02,2.597164951996628020e+02,2.234972269427441631e+02,2.581780094963864371e+02,1.984206450715424808e+02,2.447681053038625691e+02,2.852398353490943919e+02,3.280484501898427538e+02,2.412572661313218418e+02,1.678732864442401365e+02,2.568093998079139624e+02
4.800000000000000000e+02,5.555474726957687182e+01,2.369019083352783639e+02,3.515032055601481034e+02,2.355285788751667155e+02,2.943290773162947858e+02,2.586035076142727007e+02,2.260335672632273827e+02,2.585342211138269022e+02,1.970143439910678183e+02,2.470606420697674821e+02,2.851732060466187022e+02,3.280112820175405091e+02,2.435255047589677986e+02,1.697239940084955663e+02,2.571608916485729992e+02
4.810000000000000000e+02,5.584531061110104133e+01,2.367552008012789599e+02,3.487915157855871371e+02,2.353922546255647035e+02,2.944685033779469450e+02,2.560218110202483217e+02,2.262385957695935588e+02,2.587042033453371346e+02,1.952105980846723980e+02,2.476525934445629957e+02,2.854547986961498509e+02,3.295771223213188250e+02,2.441190945777685499e+02,1.705111630560790843e+02,2.573412572015375872e+02
4.820000000000000000e+02,5.664230442935893706e+01,2.373878693665576520e+02,3.438926921644825256e+02,2.360523970076714022e+02,2.897292765646792532e+02,2.516304730564023657e+02,2.218377265272779084e+02,2.601138578834221562e+02,1.925221697571342645e+02,2.444910852679037419e+02,2.863661352719640263e+02,3.331283973541653722e+02,2.410007374496799457e+02,1.680550702224625752e+02,2.587783854874261920e+02
4.830000000000000000e+02,5.777350519181316457e+01,2.375613713094916477e+02,3.380461108871218130e+02,2.362484707712266356e+02,2.827053384563114378e+02,2.467722816521989273e+02,2.149760684980602150e+02,2.611734265305632334e+02,1.910959887192093447e+02,2.404200531734551021e+02,2.873312975690005260e+02,3.364734755522215437e+02,2.370072133747676446e+02,1.646970321736783944e+02,2.598605259787271393e+02
4.840000000000000000e+02,5.751372073271711827e+01,2.379493649697623994e+02,3.329646889944767167e+02,2.366479477115162808e+02,2.770777041391742728e+02,2.427243021533502372e+02,2.093919582841727163e+02,2.623558596525625717e+02,1.878277140325984647e+02,2.356024716436963331e+02,2.880869699937362611e+02,3.401647656404382474e+02,2.322740976436263054e+02,1.601390239501567123e+02,2.610544423201429822e+02
4.850000000000000000e+02,5.665065719395138899e+01,2.406805039569104565e+02,3.298736233107106273e+02,2.393882903566427274e+02,2.757774572927954182e+02,2.380794571412629921e+02,2.070959853996388631e+02,2.643303508245953140e+02,1.820004916290185122e+02,2.330171605223206655e+02,2.888318149839623175e+02,3.449679310566981485e+02,2.297305207641548179e+02,1.565624246818078973e+02,2.630381371576160063e+02
4.860000000000000000e+02,5.584709545113485518e+01,2.423498031372432990e+02,3.294832371646313618e+02,2.410554710243380896e+02,2.787105739418571488e+02,2.360367861573356265e+02,2.091404398632627704e+02,2.652410541566264328e+02,1.780463576034514972e+02,2.341556401149356930e+02,2.890210846158659592e+02,3.471622059521710639e+02,2.308414792410321752e+02,1.567762164038811932e+02,2.639467219465547032e+02
4.870000000000000000e+02,5.560904880759777313e+01,2.422358792694917042e+02,3.319162397577518959e+02,2.409325747649747598e+02,2.826600679622627013e+02,2.388938927390509264e+02,2.137030109546110452e+02,2.652597450324142869e+02,1.789673418441994386e+02,2.363571210271546761e+02,2.888987338215649743e+02,3.464190087832619156e+02,2.329780051166885073e+02,1.593539572320109698e+02,2.639564406195444235e+02
4.880000000000000000e+02,5.634902778276097735e+01,2.415765482821508101e+02,3.365665217557847768e+02,2.402657855055362290e+02,2.856187368116429184e+02,2.438090444748480081e+02,2.173516021531073932e+02,2.634553708381619685e+02,1.840773556745596409e+02,2.395867912873252976e+02,2.880892218176709889e+02,3.414910059498034798e+02,2.361511450379274493e+02,1.629286676054665577e+02,2.621446080961600842e+02
4.890000000000000000e+02,5.700201190404823137e+01,2.388910161234122711e+02,3.423565764034953531e+02,2.375707508827095182e+02,2.875213376242683125e+02,2.512205661198711084e+02,2.202600046351627441e+02,2.610157588739444350e+02,1.923996872386871360e+02,2.425944327723788660e+02,2.869562041499510201e+02,3.348974682420812883e+02,2.391222943385954807e+02,1.666691970366361204e+02,2.596954936904718352e+02
4.900000000000000000e+02,5.566750628767269404e+01,2.364558879026339469e+02,3.477552318303930861e+02,2.351126810166797725e+02,2.889640010941597552e+02,2.568844359535867170e+02,2.216201660348878590e+02,2.588965185234898172e+02,1.966543514620390738e+02,2.432523706171459708e+02,2.859584171058301649e+02,3.312543139585496306e+02,2.397587610843832238e+02,1.668959926074689690e+02,2.575533115958729127e+02
4.910000000000000000e+02,5.545872425433903175e+01,2.363742330321999248e+02,3.511677614972420542e+02,2.350058060615296256e+02,2.916567723173702689e+02,2.595604811147604210e+02,2.237667727625124598e+02,2.580479590975135125e+02,1.993356367355107466e+02,2.459271966478708578e+02,2.850895451627727653e+02,3.278533317236705216e+02,2.424171203066217117e+02,1.690032781584299642e+02,2.566795322277057494e+02
4.920000000000000000e+02,5.535437330516561616e+01,2.354995895083268351e+02,3.515032055601481034e+02,2.341258872653029073e+02,2.945646551033569835e+02,2.587527804096708337e+02,2.261129678205420817e+02,2.579214540529803230e+02,1.975878110101125174e+02,2.476529653480554032e+02,2.851581243528598861e+02,3.284070384087294769e+02,2.441175780012440271e+02,1.702745200743773637e+02,2.565477518890346573e+02
4.930000000000000000e+02,5.602840565857843558e+01,2.366471231592974505e+02,3.487915157855871371e+02,2.352844053144712575e+02,2.938946985044598819e+02,2.556646988635174580e+02,2.255459677101132172e+02,2.588201460564582703e+02,1.956786187013835274e+02,2.477266720355167990e+02,2.855020132937929702e+02,3.295716945350405354e+02,2.441921762131154310e+02,1.706633777109592529e+02,2.574574282935454335e+02
4.940000000000000000e+02,5.626822109189499344e+01,2.371610881880436636e+02,3.438926921644825256e+02,2.358181380653030033e+02,2.896442284287652456e+02,2.512954486542247992e+02,2.214515501215208531e+02,2.600222832211588866e+02,1.924640998819639890e+02,2.446007133691423121e+02,2.863164569025118453e+02,3.333374529194260845e+02,2.411092755988875354e+02,1.679046991981446126e+02,2.586793331573176147e+02
4.950000000000000000e+02,5.728546589445227966e+01,2.382696809838675165e+02,3.380461108871218130e+02,2.369537959610174482e+02,2.826582615482994925e+02,2.468234537524116377e+02,2.149222905061397455e+02,2.614960745518982890e+02,1.912340158222495745e+02,2.406542625865489811e+02,2.874268041849510382e+02,3.372616651365000848e+02,2.372409632276773266e+02,1.648455518913701496e+02,2.601801895914391594e+02
4.960000000000000000e+02,5.796468456829724403e+01,2.389233659637617961e+02,3.329646889944767167e+02,2.376248787232302107e+02,2.769213534797195848e+02,2.426124561343244181e+02,2.092321469632522337e+02,2.632220419340790158e+02,1.883244296074608712e+02,2.358919969420071254e+02,2.883289430963812947e+02,3.407705412219181085e+02,2.325634037458360979e+02,1.604945288875765641e+02,2.619235546775143462e+02
4.970000000000000000e+02,5.665220287404618205e+01,2.404760110106515185e+02,3.298736233107106273e+02,2.391838641855888170e+02,2.760589516023791816e+02,2.377822959214630885e+02,2.069930726199136757e+02,2.645008187342542101e+02,1.816263444834891061e+02,2.332620784658052742e+02,2.889345945242106382e+02,3.454866361921327780e+02,2.299745996671078103e+02,1.565094302298576281e+02,2.632086718740095534e+02
4.980000000000000000e+02,5.572027266013927260e+01,2.429634746716056384e+02,3.294832371646313618e+02,2.416666976706180492e+02,2.789489566209961708e+02,2.359243406772560832e+02,2.093058893440892234e+02,2.657952129762962272e+02,1.775662239440982830e+02,2.340556075609105449e+02,2.891843528234822998e+02,3.477721612459116614e+02,2.307402874182912456e+02,1.565165632654572221e+02,2.644984359948672363e+02
4.990000000000000000e+02,5.542573471993580370e+01,2.424296105612700671e+02,3.319162397577518959e+02,2.411234664732158706e+02,2.825684371488710553e+02,2.383396089117489396e+02,2.133418733880977243e+02,2.649623441953622205e+02,1.787608854821571072e+02,2.365037330239073015e+02,2.888378781510397744e+02,3.463925254043733162e+02,2.331241502566931558e+02,1.592823588059241047e+02,2.636562001363462855e+02
5.000000000000000000e+02,5.654944446255851176e+01,2.410271656757865912e+02,3.365665217557847768e+02,2.397152183187174330e+02,2.859646457418680257e+02,2.439360883423346138e+02,2.176774177701106794e+02,2.633351555666645254e+02,1.849436166169188596e+02,2.405122467416057930e+02,2.881131051085604895e+02,3.413108025631257192e+02,2.370769704983926545e+02,1.639535184906613665e+02,2.620232082587056084e+02
5.010000000000000000e+02,5.719354349298131268e+01,2.393193671806691896e+02,3.423565764034953531e+02,2.380027091728008202e+02,2.875581390113689508e+02,2.508590911489432074e+02,2.201008783132589599e+02,2.613669293853888007e+02,1.926805577573249764e+02,2.431529848348102405e+02,2.870905423350908450e+02,3.353300562008446946e+02,2.396815575425146392e+02,1.671226652592372943e+02,2.600502713565344948e+02
5.020000000000000000e+02,5.615751921446741335e+01,2.371628829687482209e+02,3.477552318303930861e+02,2.358228074195527313e+02,2.889344378958357993e+02,2.569184876910968569e+02,2.217452326986302751e+02,2.593568722834282312e+02,1.967607547000378361e+02,2.431813432215714954e+02,2.860423319942603371e+02,3.311303374482036475e+02,2.396880117281709772e+02,1.669936789105748574e+02,2.580167966586844273e+02
5.030000000000000000e+02,5.567678899961573791e+01,2.355501631751858156e+02,3.511677614972420542e+02,2.341819094324565071e+02,2.910210582052093287e+02,2.593492917905203399e+02,2.230950183089586005e+02,2.578166223032900461e+02,1.986370109582748000e+02,2.448159144114016499e+02,2.849462252091157666e+02,3.267995077662337167e+02,2.413046378265048304e+02,1.679178896662700140e+02,2.564483686250110850e+02
5.040000000000000000e+02,5.540269287873037740e+01,2.360932385530821591e+02,3.515032055601481034e+02,2.347144682365882034e+02,2.941080257693735689e+02,2.587533895244762334e+02,2.257346370640771624e+02,2.580911369327745888e+02,1.968910729712472687e+02,2.465840759048285804e+02,2.850106202132500925e+02,3.274710351339902559e+02,2.430476575146705329e+02,1.690944714482102427e+02,2.567123666128420041e+02
5.050000000000000000e+02,5.572718796685116160e+01,2.367044199673493665e+02,3.487915157855871371e+02,2.353392873797220943e+02,2.937327469532129953e+02,2.555248357303901798e+02,2.252194876082426447e+02,2.585841380466528676e+02,1.954835945882446140e+02,2.476418821200174420e+02,2.853237689152256280e+02,3.291998575131484017e+02,2.441079664755277747e+02,1.703065425245789584e+02,2.572190053703980652e+02
5.060000000000000000e+02,5.639628724880585509e+01,2.373817411423208625e+02,3.438926921644825256e+02,2.360398382740753789e+02,2.897616557988225736e+02,2.514188419539198662e+02,2.215512060614393590e+02,2.600417350195486392e+02,1.938068487285411834e+02,2.459044370920653080e+02,2.864557647674880059e+02,3.334492192314118597e+02,2.424144061465002267e+02,1.692887079645940389e+02,2.586998320175806043e+02
5.070000000000000000e+02,5.806573298313497844e+01,2.379463209337225749e+02,3.380461108871218130e+02,2.366288623222327487e+02,2.825625866991176736e+02,2.469607316741296756e+02,2.148773644299362786e+02,2.613304735862269581e+02,1.921598367993414911e+02,2.411414578660907466e+02,2.873331231014661284e+02,3.361959852070556849e+02,2.377286752561470848e+02,1.654990431217958644e+02,2.600130148762254976e+02
5.080000000000000000e+02,5.795186862183251719e+01,2.389867489471470492e+02,3.329646889944767167e+02,2.376881346784613243e+02,2.768983667605995720e+02,2.421032199240867726e+02,2.088661287045053427e+02,2.628762964494380299e+02,1.876327212987555129e+02,2.356975105752456159e+02,2.881642869275611929e+02,3.404058619983858307e+02,2.323692788662444002e+02,1.599087784063455615e+02,2.615776822080022157e+02
5.090000000000000000e+02,5.648442496773635213e+01,2.404394215866624904e+02,3.298736233107106273e+02,2.391483228658461258e+02,2.760030208640094997e+02,2.378745381051808465e+02,2.070767236590337461e+02,2.644628348317555719e+02,1.814832690202534309e+02,2.330841222181658736e+02,2.888347623840210190e+02,3.451532974825271367e+02,2.297971629104977467e+02,1.563869182476224182e+02,2.631717362497424233e+02
5.100000000000000000e+02,5.576786229042843246e+01,2.426696255644425833e+02,3.294832371646313618e+02,2.413748411605700142e+02,2.785581920487181264e+02,2.359858536161350742e+02,2.089809168499108694e+02,2.658337738633464937e+02,1.775152311087278179e+02,2.334248878247142329e+02,2.891516590437463492e+02,3.476633865331488096e+02,2.301094877970917878e+02,1.560609317307871322e+02,2.645389895402486218e+02
5.110000000000000000e+02,5.564677619234142725e+01,2.430515662074602119e+02,3.319162397577518959e+02,2.417463812815474569e+02,2.822639021117111042e+02,2.382508491346245592e+02,2.130034843009442227e+02,2.653130191207579855e+02,1.789493651960819705e+02,2.363725473763446416e+02,2.888584593498733284e+02,3.462547615357897826e+02,2.329931426502421914e+02,1.591342904231108832e+02,2.640078342018904323e+02
5.120000000000000000e+02,5.686789553551549403e+01,2.417241651006914651e+02,3.365665217557847768e+02,2.404141941938759430e+02,2.856098448794248839e+02,2.437833510417630407e+02,2.173460808493919956e+02,2.635789207735046489e+02,1.850425873471091904e+02,2.403691139290400258e+02,2.881571954752590159e+02,3.412030269571797021e+02,2.369340864414087093e+02,1.638097663715457770e+02,2.622689498591399797e+02
5.130000000000000000e+02,5.707935997900337100e+01,2.394744265807466377e+02,3.423565764034953531e+02,2.381554631594299281e+02,2.874963052671178048e+02,2.510313552042221943e+02,2.202555744846752077e+02,2.616836318248529665e+02,1.915912005033239041e+02,2.420392448682572990e+02,2.871523925942234428e+02,3.355865230908643753e+02,2.385667302354232220e+02,1.660416557001136368e+02,2.603646682905318812e+02
5.140000000000000000e+02,5.624390509504393521e+01,2.375342860893441639e+02,3.477552318303930861e+02,2.361917223727632518e+02,2.890826706341064209e+02,2.570763038144223174e+02,2.220169803509778887e+02,2.597201016303171173e+02,1.962473697252433738e+02,2.428299395078076088e+02,2.860765014854151786e+02,3.310137758608341301e+02,2.393363488956176752e+02,1.666799550893817923e+02,2.583775379118850992e+02
5.150000000000000000e+02,5.513113810436044560e+01,2.358739725738358288e+02,3.511677614972420542e+02,2.345066737642098644e+02,2.915063124265640226e+02,2.597905670159907459e+02,2.237977082576943531e+02,2.580429978674448535e+02,1.979491507954908229e+02,2.444422575998053446e+02,2.851617157991556724e+02,3.281155506910744748e+02,2.409310533740758729e+02,1.675565258350714259e+02,2.566756990780917818e+02
5.160000000000000000e+02,5.577316304554418736e+01,2.361321025183725908e+02,3.515032055601481034e+02,2.347570712875155436e+02,2.943946587363973322e+02,2.589947731272166607e+02,2.262478886710573533e+02,2.578555724655425934e+02,1.973423492601959310e+02,2.472142771029467951e+02,2.848863151374066547e+02,3.267192759058409592e+02,2.436789692842405941e+02,1.699355516157408488e+02,2.564805412138176735e+02
5.170000000000000000e+02,5.582355848662204778e+01,2.368866752551812169e+02,3.487915157855871371e+02,2.355242501065889087e+02,2.944432811729706145e+02,2.560277265205025969e+02,2.262974647330668461e+02,2.587217594784017933e+02,1.955050736621389547e+02,2.479706119072203023e+02,2.854874169407670479e+02,3.296194693789842631e+02,2.444362553819834716e+02,1.709227689142187785e+02,2.573593343977316295e+02
5.180000000000000000e+02,5.754316018786947495e+01,2.372973462710924366e+02,3.438926921644825256e+02,2.359555110802520517e+02,2.897102961834195867e+02,2.518744669748027718e+02,2.219195648274884718e+02,2.596815495441315989e+02,1.945173270428929300e+02,2.460917499398508141e+02,2.860761464359545130e+02,3.308782567037376339e+02,2.426018406230759012e+02,1.698603745826552256e+02,2.583397143412726678e+02
5.190000000000000000e+02,5.748618301065729241e+01,2.374444819923424461e+02,3.380461108871218130e+02,2.361292614046014648e+02,2.831972277280222556e+02,2.468082746301751058e+02,2.153346798402415629e+02,2.610385474939582195e+02,1.913970272244908983e+02,2.413585118638885376e+02,2.873762238200996535e+02,3.366572906196962549e+02,2.379459726412916041e+02,1.655264422383014846e+02,2.597233270489407460e+02
5.200000000000000000e+02,5.799317742124080155e+01,2.385600060620851934e+02,3.329646889944767167e+02,2.372626815704099101e+02,2.774124132565704599e+02,2.425696096031375077e+02,2.097318605988171782e+02,2.627502530369276883e+02,1.876153981747179955e+02,2.358682316907826078e+02,2.882400478421967591e+02,3.402921076240966158e+02,2.325401355383595501e+02,1.603822225190448023e+02,2.614529286869506564e+02
