# Time (month),SOLIN (W/m2),TS (K),FSNSC (W/m2),FLUT (W/m2),FSNS (W/m2),FLNS (W/m2),FLNTC (W/m2),FSNTC (W/m2),FLNT (W/m2),FLUTC (W/m2),FSNT (W/m2)
1.948000000000000000e+03,3.329646889944767167e+02,2.932151585686860926e+02,2.071977183478076370e+02,2.425559284665393704e+02,1.606046738722202747e+02,5.012165702854612448e+01,2.624122295272125598e+02,2.800364712290911484e+02,2.411414279088057810e+02,2.638267301537871390e+02,2.371531996683394539e+02
1.949000000000000000e+03,3.298736233107106273e+02,2.940312675971400722e+02,2.067254724465972231e+02,2.452631081805807582e+02,1.594988377092535643e+02,5.015318023731729369e+01,2.645490455768972424e+02,2.805066031282233894e+02,2.438543486883033893e+02,2.659578049919539922e+02,2.370411778968435783e+02
1.950000000000000000e+03,3.294832371646313618e+02,2.944239418165214488e+02,2.074482994936434181e+02,2.465973147189135943e+02,1.585620764587657732e+02,4.937476396189680372e+01,2.656972385184315613e+02,2.822212540881012046e+02,2.451869334862467724e+02,2.671076197902472131e+02,2.369011599577775939e+02
1.951000000000000000e+03,3.319162397577518959e+02,2.941192945335311606e+02,2.098769188654519269e+02,2.468708950363937049e+02,1.602423580534745611e+02,4.909853504162614257e+01,2.653035675193436873e+02,2.847942605463166501e+02,2.454503083969426598e+02,2.667241542737682494e+02,2.387816444378172491e+02
1.952000000000000000e+03,3.365665217557847768e+02,2.933012200135483454e+02,2.149352901045645012e+02,2.452748589259824143e+02,1.651766430942446675e+02,4.961435426074667276e+01,2.632798246233163582e+02,2.887791604513068364e+02,2.438454842490038743e+02,2.647091991630412053e+02,2.429249839277956653e+02
1.953000000000000000e+03,3.423565764034953531e+02,2.923493754531049831e+02,2.190345729785590549e+02,2.420779760474762838e+02,1.682727576649689070e+02,5.013378222923419258e+01,2.608623288837351879e+02,2.919241860791849490e+02,2.406357409130086751e+02,2.623045640238162264e+02,2.453954194838991043e+02
1.954000000000000000e+03,3.477552318303930861e+02,2.913734738478314057e+02,2.213425231023189781e+02,2.401474252880195195e+02,1.691413231960925145e+02,4.928995183729103502e+01,2.590044183713159214e+02,2.944102748726845107e+02,2.386800111326110994e+02,2.604718325447683469e+02,2.467527604917910367e+02
1.955000000000000000e+03,3.511677614972420542e+02,2.905240253189481905e+02,2.233946615002791702e+02,2.390803337404340994e+02,1.690430394854547558e+02,4.826763723499189496e+01,2.580219534571638178e+02,2.969505291154748647e+02,2.375941510581436944e+02,2.595081360820746568e+02,2.472506904897708182e+02
1.956000000000000000e+03,3.515032055601481034e+02,2.903154611539374628e+02,2.242786555041775785e+02,2.402912868865942357e+02,1.693632985187954887e+02,4.830210149070065029e+01,2.583790092399282798e+02,2.984055688823487458e+02,2.388067198623101035e+02,2.598635763144229145e+02,2.481971764292148066e+02
1.957000000000000000e+03,3.487915157855871371e+02,2.904665741418866105e+02,2.231694536703787151e+02,2.411434833857700255e+02,1.708329676643121786e+02,4.945866310043594183e+01,2.590147811866135612e+02,2.969441672797607907e+02,2.396660569189905914e+02,2.604922077565151994e+02,2.490046795145520946e+02
1.958000000000000000e+03,3.438926921644825256e+02,2.912315660648820881e+02,2.189209328344562664e+02,2.417352252246177784e+02,1.693622483187908188e+02,5.007496255018399012e+01,2.598745678365754088e+02,2.922363196845720950e+02,2.402969889880114636e+02,2.613128041159433224e+02,2.467917170411430163e+02
1.959000000000000000e+03,3.380461108871218130e+02,2.920886190322503921e+02,2.124097737579552359e+02,2.403850966767180068e+02,1.649418955759451251e+02,5.008013410913198982e+01,2.601469485992539035e+02,2.855890777734854282e+02,2.389588298505372848e+02,2.615732153175258077e+02,2.418471278551070043e+02
1.960000000000000000e+03,3.329646889944767167e+02,2.930366936085790712e+02,2.062889366328409437e+02,2.421680599921805026e+02,1.599422423243225069e+02,5.091967991788549597e+01,2.619970401070456774e+02,2.795130707177249292e+02,2.407542625550451305e+02,2.634108374909769736e+02,2.369048954499833428e+02
1.961000000000000000e+03,3.298736233107106273e+02,2.938240719032098696e+02,2.056413016065068859e+02,2.436648915731763338e+02,1.583488680490342517e+02,5.035391106779788117e+01,2.635632923436149326e+02,2.795886959757990553e+02,2.422589467274534911e+02,2.649692372603146282e+02,2.359187100766475567e+02
1.962000000000000000e+03,3.294832371646313618e+02,2.942940992157136293e+02,2.067928846302266948e+02,2.462736690686747636e+02,1.576316012671634894e+02,4.945035458804279216e+01,2.653747392509774841e+02,2.818089505227817995e+02,2.448689053191743596e+02,2.667795030753938477e+02,2.363081625714650045e+02
1.963000000000000000e+03,3.319162397577518959e+02,2.939861344398657366e+02,2.094999200083477717e+02,2.468122712939658356e+02,1.596371905444739809e+02,4.895386807348970848e+01,2.652581143274572923e+02,2.845883801687558048e+02,2.453945109053156273e+02,2.666758747322569434e+02,2.384455894749088998e+02
1.964000000000000000e+03,3.365665217557847768e+02,2.933615303336424631e+02,2.147995468273873030e+02,2.443502013791914180e+02,1.645988200152956153e+02,4.957428396801754644e+01,2.629193483161167251e+02,2.888344160279914945e+02,2.429224443040067740e+02,2.643471055086312731e+02,2.425164458205939297e+02
1.965000000000000000e+03,3.423565764034953531e+02,2.922728267081845388e+02,2.186118840922884203e+02,2.416988033856277696e+02,1.676291725570104347e+02,4.961662888554607775e+01,2.605876660486808305e+02,2.918226300549845860e+02,2.402575890762783786e+02,2.620288804953919453e+02,2.450400874918084071e+02
1.966000000000000000e+03,3.477552318303930861e+02,2.910752233133972595e+02,2.212957061459206045e+02,2.391402475702144841e+02,1.683624680489232901e+02,4.857560040810434288e+01,2.584035617393458892e+02,2.940684237078977503e+02,2.376751224500199555e+02,2.598686868013827507e+02,2.456827206684685621e+02
1.967000000000000000e+03,3.511677614972420542e+02,2.905023812121225433e+02,2.233730616082075642e+02,2.391649602153225942e+02,1.687380319903655277e+02,4.829200803555868760e+01,2.580448710063761268e+02,2.970003579669871101e+02,2.376838758091315640e+02,2.595259554322836379e+02,2.471179200307366557e+02
1.968000000000000000e+03,3.515032055601481034e+02,2.905123310264912107e+02,2.245339785857955235e+02,2.404033386910907950e+02,1.693183897939852329e+02,4.882589709817118262e+01,2.587697899024123558e+02,2.985710208863576440e+02,2.389193311817594463e+02,2.602537974718651412e+02,2.480195694178886754e+02
1.969000000000000000e+03,3.487915157855871371e+02,2.906503026611113114e+02,2.233129314726115808e+02,2.404649428990155400e+02,1.699448037236218170e+02,4.957784607947782263e+01,2.590916914379898799e+02,2.970817180677905753e+02,2.389907306406455234e+02,2.605659036778557720e+02,2.480775541173115641e+02
1.970000000000000000e+03,3.438926921644825256e+02,2.913981531992652094e+02,2.192715656795575967e+02,2.422622031966276097e+02,1.699939504039199107e+02,5.095568452354940092e+01,2.607634505342052194e+02,2.926102014308232242e+02,2.408127053421372921e+02,2.622129484216490596e+02,2.472580087124339911e+02
1.971000000000000000e+03,3.380461108871218130e+02,2.921859207125046964e+02,2.126743343842438776e+02,2.414939388460691134e+02,1.652042534083574878e+02,4.997495507899946432e+01,2.606037036928875636e+02,2.857484180519782626e+02,2.400653239674912243e+02,2.620323185296268775e+02,2.420494481792296426e+02
1.972000000000000000e+03,3.329646889944767167e+02,2.931334957716877057e+02,2.079002092020142811e+02,2.414706105704830463e+02,1.609049744513979476e+02,5.082878694736607628e+01,2.620080705386000659e+02,2.803306932664289661e+02,2.400577416409088016e+02,2.634209394795706203e+02,2.370850331055482343e+02
1.973000000000000000e+03,3.298736233107106273e+02,2.939692252315047085e+02,2.070152157408824394e+02,2.434193328207946365e+02,1.594786576410470218e+02,5.004553993793355460e+01,2.638539378739501444e+02,2.805302111243507284e+02,2.420161595161234800e+02,2.652571112227303729e+02,2.365714398786739707e+02
1.974000000000000000e+03,3.294832371646313618e+02,2.943931542338282270e+02,2.070355967984996255e+02,2.462836188854560930e+02,1.587551568941361779e+02,4.971149287459574850e+01,2.656090429303252449e+02,2.821859627470157648e+02,2.448773787573436209e+02,2.670152830228076368e+02,2.374073219232174381e+02
1.975000000000000000e+03,3.319162397577518959e+02,2.942605880113341641e+02,2.099095439640561267e+02,2.465605923284888092e+02,1.612810515697419476e+02,4.958646678240125993e+01,2.654023016634844794e+02,2.848590300087468563e+02,2.451439213224847151e+02,2.668189726832168276e+02,2.397467920326059243e+02
1.976000000000000000e+03,3.365665217557847768e+02,2.934745906853355564e+02,2.144710578027483052e+02,2.454675617435156880e+02,1.648673573816955695e+02,4.929674655506533298e+01,2.638019192098610688e+02,2.886093606185245903e+02,2.440441769195472830e+02,2.652253041676072485e+02,2.428068563177945691e+02
1.977000000000000000e+03,3.423565764034953531e+02,2.924801208089764373e+02,2.183762870256912549e+02,2.427009583659867360e+02,1.671205726603050437e+02,4.944617137539339780e+01,2.612852141674627546e+02,2.915818203440952630e+02,2.412620063718550227e+02,2.627241660812058512e+02,2.445814559947619955e+02
1.978000000000000000e+03,3.477552318303930861e+02,2.916310671363398797e+02,2.210996718878524234e+02,2.407137973393719790e+02,1.689305342752833781e+02,4.937691793924948058e+01,2.596323577489101240e+02,2.941619447459589196e+02,2.392549952089692908e+02,2.610911597943594984e+02,2.465401528594456977e+02
1.979000000000000000e+03,3.511677614972420542e+02,2.908868141451502538e+02,2.228312995913567818e+02,2.403269253120911060e+02,1.682096807676597052e+02,4.810379661048285271e+01,2.589253300401135789e+02,2.966941583151050281e+02,2.388409887705538210e+02,2.604112666381852819e+02,2.468244320098897049e+02
1.980000000000000000e+03,3.515032055601481034e+02,2.906764574396362377e+02,2.238061299010739731e+02,2.401802784453524282e+02,1.683922278000507617e+02,4.774039346003303308e+01,2.588125416535268641e+02,2.983619467194448021e+02,2.386808927428849643e+02,2.603119273266378855e+02,2.475323943478172737e+02
1.981000000000000000e+03,3.487915157855871371e+02,2.909800295753653359e+02,2.224088402857722429e+02,2.417735652814090770e+02,1.682766785572947583e+02,4.833579309080488429e+01,2.601248133999227434e+02,2.968393363813941050e+02,2.402959897804979050e+02,2.616023890281445006e+02,2.471022605430588328e+02
1.982000000000000000e+03,3.438926921644825256e+02,2.917042861451944873e+02,2.190547924077175708e+02,2.433766139653174321e+02,1.688483539427503217e+02,4.980301422883093920e+01,2.613547822421786577e+02,2.927371794051778693e+02,2.419223356515076944e+02,2.628090604940412049e+02,2.465237939424121976e+02
1.983000000000000000e+03,3.380461108871218130e+02,2.925154724196086704e+02,2.125752752297931352e+02,2.428070340821897162e+02,1.656886964091381742e+02,5.053275416636448369e+01,2.615870265872818550e+02,2.855903526332599540e+02,2.413758369077245902e+02,2.630182237222373374e+02,2.424603906226928700e+02
1.984000000000000000e+03,3.329646889944767167e+02,2.931847389458227440e+02,2.075963899865180622e+02,2.418163231659441976e+02,1.609287187253671618e+02,4.972534943760536663e+01,2.619382129998192568e+02,2.804119276350664904e+02,2.404050404593479016e+02,2.633494956360639208e+02,2.373415136841393291e+02
1.985000000000000000e+03,3.298736233107106273e+02,2.941981680714493450e+02,2.067243874955698288e+02,2.443007546976700155e+02,1.587982227604733509e+02,4.972443713512110008e+01,2.643259447831586044e+02,2.805682349166083327e+02,2.428946648895550595e+02,2.657320346777568147e+02,2.362339701621358756e+02
1.986000000000000000e+03,3.294832371646313618e+02,2.944357122281606394e+02,2.070543056238739439e+02,2.467228194971203834e+02,1.587906946922196028e+02,4.889404346694415437e+01,2.656314924540935181e+02,2.821585062907536212e+02,2.453153661004528203e+02,2.670389457574387393e+02,2.375347732795134164e+02
1.987000000000000000e+03,3.319162397577518959e+02,2.941707189055254048e+02,2.100830467291942796e+02,2.469523566712954334e+02,1.608984134229990275e+02,4.890219182332329950e+01,2.652474316442579152e+02,2.849524189187713432e+02,2.455344250921987737e+02,2.666653632447499263e+02,2.393819483166274438e+02
1.988000000000000000e+03,3.365665217557847768e+02,2.934108190504748563e+02,2.145203325779098691e+02,2.454067184737052401e+02,1.647640469337671334e+02,4.898492525202902925e+01,2.633028716518291503e+02,2.887373288369706756e+02,2.439803887851267916e+02,2.647292014660920358e+02,2.428412698860159082e+02
1.989000000000000000e+03,3.423565764034953531e+02,2.924363109110685741e+02,2.187592783890194141e+02,2.424557124319424020e+02,1.680813692517412790e+02,4.933822804727546441e+01,2.611544826893136246e+02,2.918373817975798943e+02,2.410156360015768087e+02,2.625945591013315266e+02,2.453316276698647016e+02
1.990000000000000000e+03,3.477552318303930861e+02,2.912893033260962738e+02,2.210326926647310017e+02,2.390990722158933863e+02,1.678418813597122323e+02,4.781684081891184945e+01,2.584635036472438969e+02,2.941449242309450938e+02,2.376376442835414480e+02,2.599249316153266136e+02,2.455569341801857774e+02
1.991000000000000000e+03,3.511677614972420542e+02,2.905511211438886789e+02,2.231364258422803459e+02,2.387233768428454539e+02,1.690864024249551107e+02,4.777302449684853514e+01,2.579014674529997819e+02,2.967907958464984972e+02,2.372420015731697447e+02,2.593828427977599063e+02,2.474002126163091475e+02
1.992000000000000000e+03,3.515032055601481034e+02,2.906178644852490720e+02,2.239748141740542167e+02,2.413185381669640037e+02,1.694322150719451372e+02,4.824433268618184201e+01,2.593920200807493188e+02,2.983710289118736227e+02,2.398368708988504920e+02,2.608736872709611134e+02,2.484783745889224917e+02
1.993000000000000000e+03,3.487915157855871371e+02,2.908844228726239294e+02,2.230348823983518685e+02,2.424440453157783963e+02,1.698819294844070384e+02,4.934994377212743899e+01,2.602668595051659395e+02,2.969844934299851502e+02,2.409650130400085004e+02,2.617458917531194516e+02,2.482326072271255839e+02
1.994000000000000000e+03,3.438926921644825256e+02,2.913251209323271951e+02,2.189656574253564827e+02,2.417755359790968726e+02,1.689331368191071192e+02,4.959896569518473797e+01,2.600945043433801516e+02,2.926488846623134918e+02,2.403184505391850507e+02,2.615515897854830314e+02,2.466721262744497949e+02
1.995000000000000000e+03,3.380461108871218130e+02,2.920546541419406594e+02,2.122335850168905154e+02,2.402796243582204454e+02,1.646782824874695166e+02,5.018279597248795199e+01,2.599214563961902513e+02,2.854348854571018137e+02,2.388509402135645985e+02,2.613501404241078490e+02,2.417186979683064862e+02
1.996000000000000000e+03,3.329646889944767167e+02,2.931256557962005331e+02,2.078150440677774782e+02,2.422354031379250614e+02,1.620002803849918962e+02,5.145345100518566994e+01,2.620317269381861252e+02,2.802171793473906405e+02,2.408273992867280242e+02,2.634397307350054689e+02,2.380807437955106423e+02
1.997000000000000000e+03,3.298736233107106273e+02,2.939598000861732885e+02,2.070377165051511099e+02,2.440978376239455940e+02,1.600835986848322250e+02,5.071718592603397013e+01,2.639956882971068808e+02,2.806933062334021542e+02,2.426951417152977513e+02,2.653983842209886461e+02,2.373531070385924124e+02
1.998000000000000000e+03,3.294832371646313618e+02,2.941704029979747474e+02,2.070007689892351834e+02,2.459386996331403452e+02,1.575358333206428938e+02,4.883072089804348792e+01,2.648866237686626164e+02,2.821342664265079634e+02,2.445308923494621354e+02,2.662944310110443666e+02,2.364171120675685529e+02
1.999000000000000000e+03,3.319162397577518959e+02,2.939830306860409337e+02,2.100998375362289323e+02,2.460278460977519615e+02,1.602863848334760064e+02,4.834087644459737021e+01,2.646950081398621819e+02,2.849792594616135943e+02,2.446094933868502039e+02,2.661133609860383444e+02,2.388398667265972790e+02
2.000000000000000000e+03,3.365665217557847768e+02,2.932619734454452782e+02,2.152496433193395546e+02,2.439388687605036807e+02,1.644346223720488922e+02,4.848030906161645959e+01,2.627866136655035803e+02,2.889418073115778043e+02,2.425133930241700853e+02,2.642120893827864734e+02,2.419959023837412246e+02
2.001000000000000000e+03,3.423565764034953531e+02,2.921355906300256606e+02,2.186820181076899132e+02,2.410587785526450091e+02,1.674750964707377250e+02,4.956100555353746984e+01,2.601838823848686957e+02,2.917374706792954271e+02,2.396188719015651145e+02,2.616237890498410366e+02,2.447797016891764201e+02
2.002000000000000000e+03,3.477552318303930861e+02,2.911182996731263302e+02,2.213496237010863865e+02,2.398844294978472647e+02,1.691478940382907865e+02,4.940815294070376495e+01,2.587850300738612646e+02,2.940772179012882930e+02,2.384219519511664487e+02,2.602475076682405302e+02,2.464308087391447657e+02
2.003000000000000000e+03,3.511677614972420542e+02,2.904429871648023322e+02,2.235994945377588010e+02,2.391841560782821148e+02,1.681851557260483503e+02,4.848714520699287789e+01,2.578555091381208513e+02,2.970913117553498637e+02,2.376961650599087932e+02,2.593435001031850220e+02,2.465765026636900643e+02
2.004000000000000000e+03,3.515032055601481034e+02,2.902966070961996365e+02,2.243158600893871153e+02,2.404987122505227148e+02,1.697466305891384764e+02,4.870825088829247562e+01,2.584852466027867877e+02,2.983571686365253299e+02,2.390061136493251581e+02,2.599778452172093921e+02,2.484285307226121233e+02
2.005000000000000000e+03,3.487915157855871371e+02,2.904290905230571411e+02,2.227100167843513248e+02,2.410294740052159455e+02,1.695250133790400753e+02,4.927577617412085687e+01,2.590588744716635006e+02,2.965859595631070533e+02,2.395485854326438186e+02,2.605397630743983086e+02,2.478527094862108981e+02
2.006000000000000000e+03,3.438926921644825256e+02,2.913187671086927821e+02,2.192331535455265907e+02,2.404658831847424096e+02,1.695840231505906104e+02,5.049132845010691995e+01,2.594661227541759558e+02,2.924896337440932257e+02,2.390067127512051286e+02,2.609252932555617122e+02,2.468345228145045382e+02
2.007000000000000000e+03,3.380461108871218130e+02,2.922008055170382477e+02,2.120935550393762696e+02,2.407440438200464712e+02,1.648670881632111787e+02,5.088149811009823509e+01,2.603407110980906509e+02,2.853602994138806253e+02,2.393112925504628095e+02,2.617734623538222536e+02,2.419031921591337664e+02
2.008000000000000000e+03,3.329646889944767167e+02,2.930831434574112109e+02,2.074193973475001940e+02,2.409240181416411417e+02,1.611935387961644324e+02,5.082087806649475681e+01,2.616686444691041515e+02,2.802848453412567551e+02,2.395131944690033379e+02,2.630794682629311296e+02,2.376388059156515169e+02
2.009000000000000000e+03,3.298736233107106273e+02,2.939612862268181743e+02,2.071745717834612890e+02,2.442489635372222097e+02,1.594705031586961184e+02,5.064420743724895146e+01,2.639700804364312035e+02,2.808850351772682643e+02,2.428453593423151062e+02,2.653736847155637406e+02,2.368559681052292092e+02
2.010000000000000000e+03,3.294832371646313618e+02,2.942421747292503937e+02,2.071570421245095019e+02,2.459157869962025416e+02,1.579414646506515112e+02,4.937111638016515514e+01,2.651990911853139892e+02,2.822249814121217923e+02,2.445088884292417504e+02,2.666059897909445340e+02,2.367151995780748166e+02
2.011000000000000000e+03,3.319162397577518959e+02,2.941135459772442573e+02,2.100700702821038988e+02,2.466744917018131105e+02,1.609311476960498055e+02,4.932811623749212515e+01,2.651624010591507954e+02,2.848018842295678041e+02,2.452557809968457718e+02,2.665811117791976699e+02,2.393527269613785791e+02
2.012000000000000000e+03,3.365665217557847768e+02,2.933119463712249626e+02,2.148135997292734487e+02,2.445571185878291089e+02,1.652854675368604092e+02,4.978114682179442951e+01,2.630566923706049920e+02,2.887432638519672992e+02,2.431301529662628127e+02,2.644836579617308985e+02,2.430081605753643714e+02
2.013000000000000000e+03,3.423565764034953531e+02,2.922891022088263071e+02,2.187808214092984542e+02,2.421519200637032725e+02,1.679418092210501072e+02,4.965193381934547290e+01,2.608380718008837107e+02,2.916855636776815004e+02,2.407110380636032687e+02,2.622789539002773722e+02,2.450593694199124002e+02
2.014000000000000000e+03,3.477552318303930861e+02,2.912071273632114412e+02,2.209378201723035602e+02,2.397251194746006888e+02,1.680591426068874910e+02,4.857069083446631907e+01,2.587090809525981854e+02,2.938557049250370596e+02,2.382602711033591163e+02,2.601739293634396404e+02,2.455569733556712322e+02
2.015000000000000000e+03,3.511677614972420542e+02,2.907004334684987725e+02,2.234194723228595478e+02,2.398302773269036834e+02,1.684871028655035445e+02,4.829368120497143479e+01,2.585839156031198058e+02,2.967979224652385142e+02,2.383405282171356419e+02,2.600736646295916898e+02,2.466855866726243391e+02
2.016000000000000000e+03,3.515032055601481034e+02,2.907453468175186231e+02,2.245492420066177033e+02,2.408540990135968798e+02,1.690584607278763656e+02,4.838477873689059550e+01,2.594759849300950805e+02,2.986663348793766772e+02,2.393623752769319140e+02,2.609677086694676973e+02,2.478593816024057048e+02
2.017000000000000000e+03,3.487915157855871371e+02,2.910149135141315924e+02,2.231328534493073050e+02,2.417360961147667524e+02,1.704480410615822734e+02,4.985980523761472938e+01,2.599292036441917162e+02,2.971626024579084628e+02,2.402545493760069348e+02,2.614107503472385474e+02,2.488067029652759174e+02
2.018000000000000000e+03,3.438926921644825256e+02,2.915254130851996024e+02,2.192819626285973413e+02,2.414909267973859528e+02,1.686404076102777196e+02,4.946749990379780115e+01,2.602219028390531435e+02,2.929470121385779748e+02,2.400357359812800837e+02,2.616770935883987477e+02,2.463693621635428883e+02
2.019000000000000000e+03,3.380461108871218130e+02,2.924693428626466698e+02,2.128652258899766139e+02,2.418957284356670527e+02,1.649528631127142262e+02,5.012196853566368304e+01,2.612220970568598091e+02,2.860175236184784353e+02,2.404680048271524697e+02,2.626498206571677088e+02,2.419234826404568537e+02
2.020000000000000000e+03,3.329646889944767167e+02,2.932487037083150767e+02,2.084720489074195768e+02,2.424496291023498031e+02,1.614547536718679908e+02,5.037177303228710201e+01,2.624469635896644490e+02,2.811143565503444393e+02,2.410353959882786512e+02,2.638611967300081460e+02,2.377884393299323449e+02
2.021000000000000000e+03,3.298736233107106273e+02,2.940181713698611361e+02,2.083933699891076401e+02,2.431778220446389582e+02,1.606711634887827529e+02,5.011654644136411463e+01,2.634589994272402578e+02,2.817168869494647652e+02,2.417732839270200316e+02,2.648635375462985735e+02,2.375862516647343057e+02
2.022000000000000000e+03,3.294832371646313618e+02,2.944345997729914188e+02,2.075546777297243182e+02,2.464713685854332255e+02,1.590532818150804246e+02,4.978045196938239769e+01,2.658489455335773641e+02,2.823996499801234563e+02,2.450666503857362102e+02,2.672536637720798467e+02,2.374029331617514060e+02
2.023000000000000000e+03,3.319162397577518959e+02,2.943616227398134129e+02,2.100243418998969105e+02,2.472441510993763814e+02,1.599410785355454152e+02,4.901890499563870662e+01,2.658876673970889897e+02,2.847888288668114001e+02,2.458276339709188676e+02,2.673041846115210660e+02,2.383502053124037445e+02
2.024000000000000000e+03,3.365665217557847768e+02,2.936669886520618888e+02,2.144501092194796001e+02,2.466119481931037569e+02,1.647146408971789810e+02,4.961191714408725773e+01,2.644797269126055426e+02,2.885518163405899372e+02,2.451849690419997785e+02,2.659067060619408380e+02,2.426963435534247822e+02
2.025000000000000000e+03,3.423565764034953531e+02,2.925476018366146604e+02,2.186833200857862494e+02,2.431223531497977604e+02,1.680820359721655564e+02,5.000522963741948246e+01,2.615841840197470560e+02,2.917129344002411813e+02,2.416815783918964371e+02,2.630249587188564533e+02,2.453192800951170227e+02
2.026000000000000000e+03,3.477552318303930861e+02,2.916409992321913478e+02,2.206711302073499610e+02,2.409926938359377573e+02,1.679262549611637212e+02,4.811117068595914503e+01,2.598630781226040654e+02,2.940256458296973960e+02,2.395268747761307395e+02,2.613288972525127747e+02,2.459059807249894050e+02
2.027000000000000000e+03,3.511677614972420542e+02,2.909576116020269296e+02,2.229836524046534407e+02,2.398845290785699831e+02,1.683331089996694914e+02,4.735716256120466028e+01,2.587811785939612150e+02,2.969780989784130156e+02,2.384023259638725847e+02,2.602633817431265584e+02,2.470081812537432029e+02
2.028000000000000000e+03,3.515032055601481034e+02,2.907546509457301340e+02,2.237767688643063764e+02,2.405729562835706190e+02,1.687541841471490613e+02,4.787698135233750207e+01,2.592851415801293342e+02,2.983315132779619603e+02,2.390853876986900843e+02,2.607727101310642297e+02,2.478614956818126416e+02
2.029000000000000000e+03,3.487915157855871371e+02,2.911115955773316841e+02,2.224033035543364178e+02,2.430723788496636928e+02,1.697066189451269338e+02,4.892854023009098086e+01,2.606825617281407403e+02,2.967648667476454420e+02,2.415938745791817155e+02,2.621610658613813598e+02,2.484285913803005599e+02
2.030000000000000000e+03,3.438926921644825256e+02,2.916125119674718462e+02,2.189644370616084359e+02,2.418333719972313816e+02,1.678921055679791152e+02,4.873056584123553137e+01,2.606551610891282280e+02,2.927249443817902375e+02,2.403754322315833747e+02,2.621131008366236301e+02,2.457175926205730150e+02
2.031000000000000000e+03,3.380461108871218130e+02,2.925087810945248634e+02,2.127215458656602607e+02,2.424540424332149939e+02,1.651884128522551975e+02,5.022984057393109225e+01,2.614928249398963089e+02,2.856755234198200810e+02,2.410220851258260950e+02,2.629247821797352458e+02,2.419511717384677070e+02
2.032000000000000000e+03,3.329646889944767167e+02,2.933990906056909580e+02,2.077200392239475661e+02,2.422979378041312373e+02,1.609717259207411928e+02,4.994656606331835746e+01,2.624485400057867537e+02,2.805479362281731710e+02,2.408854122630327197e+02,2.638610654411946257e+02,2.374668402948271364e+02
2.033000000000000000e+03,3.298736233107106273e+02,2.942546625088728547e+02,2.077238660673906168e+02,2.434635917849047928e+02,1.599234020348870615e+02,4.987578717804159822e+01,2.640955515072398043e+02,2.809845964597249122e+02,2.420591983667150942e+02,2.654999450101782941e+02,2.367182806692216275e+02
2.034000000000000000e+03,3.294832371646313618e+02,2.946058244840195925e+02,2.067892575067097312e+02,2.475692329532706708e+02,1.576261734039976261e+02,4.851915211612935508e+01,2.661756530265132596e+02,2.823208311953656562e+02,2.461602692483412511e+02,2.675846167866610017e+02,2.367948072488030391e+02
2.035000000000000000e+03,3.319162397577518959e+02,2.943482010290328503e+02,2.100692214354697001e+02,2.471697882757736124e+02,1.602626319998459508e+02,4.854534500054599278e+01,2.655033038680742834e+02,2.850763611557450758e+02,2.457521505124495320e+02,2.669209416072777685e+02,2.389421810022992645e+02
2.036000000000000000e+03,3.365665217557847768e+02,2.936125521544515209e+02,2.146588912784271486e+02,2.454007379883184683e+02,1.652508556262357331e+02,4.941664756113206636e+01,2.638251819899339807e+02,2.888028822045122865e+02,2.439747889887821657e+02,2.652511309415197616e+02,2.431155959320740862e+02
2.037000000000000000e+03,3.423565764034953531e+02,2.926123736050394655e+02,2.184771017865790839e+02,2.431682668362812763e+02,1.673678702849664717e+02,4.924180280718002933e+01,2.615055037721610347e+02,2.918360440843723609e+02,2.417285930739604396e+02,2.629451776265607919e+02,2.450156072635008968e+02
2.038000000000000000e+03,3.477552318303930861e+02,2.914990680663153171e+02,2.211564305592913797e+02,2.404782978989499895e+02,1.688771502213207043e+02,4.853735450170248100e+01,2.593764327764355926e+02,2.941357073908318966e+02,2.390120576570170954e+02,2.608426728645605408e+02,2.463835629919871906e+02
2.039000000000000000e+03,3.511677614972420542e+02,2.909980612948316434e+02,2.232825997116893006e+02,2.398601622248803551e+02,1.685297214926398794e+02,4.797918168224465063e+01,2.587721524820149739e+02,2.971532788039020829e+02,2.383705647884945336e+02,2.602617498349424068e+02,2.471099254486313725e+02
2.040000000000000000e+03,3.515032055601481034e+02,2.907765453386093100e+02,2.241492925467139798e+02,2.409122301564447639e+02,1.690268955944165157e+02,4.785875041972261101e+01,2.593604473308374736e+02,2.984423932865738607e+02,2.394195638861954194e+02,2.608531136639666101e+02,2.479791299131323399e+02
2.041000000000000000e+03,3.487915157855871371e+02,2.909307309130686008e+02,2.225353197930233762e+02,2.406311525254330093e+02,1.690087642358519417e+02,4.857866632420923736e+01,2.593319526811792457e+02,2.971469133665570439e+02,2.391582164172156411e+02,2.608048888735298192e+02,2.479181941267321179e+02
2.042000000000000000e+03,3.438926921644825256e+02,2.916102541699304993e+02,2.190216457392967868e+02,2.423816491487243638e+02,1.690131409159974396e+02,4.987016853623184431e+01,2.607392596677419192e+02,2.927544930106232641e+02,2.409277662242376152e+02,2.621931425716499575e+02,2.467798576441856540e+02
2.043000000000000000e+03,3.380461108871218130e+02,2.923425893938681952e+02,2.127417718229757782e+02,2.413350173817705127e+02,1.645670744746388152e+02,4.967852647689967682e+01,2.609607023524375222e+02,2.858559476450966486e+02,2.399055994856876168e+02,2.623901203183376083e+02,2.415180716411034609e+02
